#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   486   0.222481E+04  -0.694431E+02   0.427692E-05  -0.694431E+02   0.981666E+01   0.110215E-05   0.427692E-05   0.110215E-05   0.167847E-07
   487   0.223454E+04  -0.688768E+02   0.419637E-05  -0.688768E+02   0.966451E+01   0.108296E-05   0.419637E-05   0.108296E-05   0.167326E-07
   488   0.224412E+04  -0.682807E+02   0.411828E-05  -0.682807E+02   0.951371E+01   0.106368E-05   0.411828E-05   0.106368E-05   0.166807E-07
   489   0.225364E+04  -0.676563E+02   0.404259E-05  -0.676563E+02   0.936572E+01   0.104433E-05   0.404259E-05   0.104433E-05   0.166290E-07
   490   0.226308E+04  -0.670028E+02   0.396926E-05  -0.670028E+02   0.922056E+01   0.102494E-05   0.396926E-05   0.102494E-05   0.165775E-07
   491   0.227224E+04  -0.663232E+02   0.389822E-05  -0.663232E+02   0.907748E+01   0.100552E-05   0.389822E-05   0.100552E-05   0.165262E-07
   492   0.228140E+04  -0.656167E+02   0.382943E-05  -0.656167E+02   0.893721E+01   0.986082E-06   0.382943E-05   0.986082E-06   0.164752E-07
   493   0.229043E+04  -0.648817E+02   0.376283E-05  -0.648817E+02   0.879827E+01   0.966658E-06   0.376283E-05   0.966658E-06   0.164244E-07
   494   0.229930E+04  -0.641220E+02   0.369837E-05  -0.641220E+02   0.866362E+01   0.947262E-06   0.369837E-05   0.947262E-06   0.163738E-07
   495   0.230797E+04  -0.633360E+02   0.363600E-05  -0.633360E+02   0.853104E+01   0.927914E-06   0.363600E-05   0.927914E-06   0.163234E-07
   496   0.231649E+04  -0.625253E+02   0.357566E-05  -0.625253E+02   0.840201E+01   0.908633E-06   0.357566E-05   0.908633E-06   0.162732E-07
   497   0.232487E+04  -0.616891E+02   0.351729E-05  -0.616891E+02   0.827578E+01   0.889437E-06   0.351729E-05   0.889437E-06   0.162232E-07
   498   0.233311E+04  -0.608303E+02   0.346086E-05  -0.608303E+02   0.815161E+01   0.870347E-06   0.346086E-05   0.870347E-06   0.161734E-07
   499   0.234127E+04  -0.599459E+02   0.340629E-05  -0.599459E+02   0.803172E+01   0.851381E-06   0.340629E-05   0.851381E-06   0.161238E-07
   500   0.234923E+04  -0.590404E+02   0.335355E-05  -0.590404E+02   0.791388E+01   0.832559E-06   0.335355E-05   0.832559E-06   0.160745E-07
   501   0.235689E+04  -0.581122E+02   0.330258E-05  -0.581122E+02   0.780031E+01   0.813896E-06   0.330258E-05   0.813896E-06   0.160253E-07
   502   0.236456E+04  -0.571614E+02   0.325336E-05  -0.571614E+02   0.769029E+01   0.795393E-06   0.325336E-05   0.795393E-06   0.159764E-07
   503   0.237194E+04  -0.561901E+02   0.320588E-05  -0.561901E+02   0.758305E+01   0.777047E-06   0.320588E-05   0.777047E-06   0.159276E-07
   504   0.237910E+04  -0.551968E+02   0.316011E-05  -0.551968E+02   0.747936E+01   0.758854E-06   0.316011E-05   0.758854E-06   0.158791E-07
   505   0.238627E+04  -0.541853E+02   0.311605E-05  -0.541853E+02   0.737994E+01   0.740812E-06   0.311605E-05   0.740812E-06   0.158308E-07
   506   0.239307E+04  -0.531533E+02   0.307367E-05  -0.531533E+02   0.728422E+01   0.722918E-06   0.307367E-05   0.722918E-06   0.157826E-07
   507   0.239981E+04  -0.521029E+02   0.303296E-05  -0.521029E+02   0.719189E+01   0.705167E-06   0.303296E-05   0.705167E-06   0.157347E-07
   508   0.240625E+04  -0.510335E+02   0.299390E-05  -0.510335E+02   0.710398E+01   0.687559E-06   0.299390E-05   0.687559E-06   0.156870E-07
   509   0.241255E+04  -0.499480E+02   0.295648E-05  -0.499480E+02   0.701955E+01   0.670088E-06   0.295648E-05   0.670088E-06   0.156394E-07
   510   0.241856E+04  -0.488457E+02   0.292068E-05  -0.488457E+02   0.693926E+01   0.652753E-06   0.292068E-05   0.652753E-06   0.155921E-07
   511   0.242450E+04  -0.477264E+02   0.288649E-05  -0.477264E+02   0.686281E+01   0.635549E-06   0.288649E-05   0.635549E-06   0.155449E-07
   512   0.243014E+04  -0.465917E+02   0.285388E-05  -0.465917E+02   0.679064E+01   0.618475E-06   0.285388E-05   0.618475E-06   0.154980E-07
   513   0.243565E+04  -0.454431E+02   0.282284E-05  -0.454431E+02   0.672255E+01   0.601527E-06   0.282284E-05   0.601527E-06   0.154512E-07
   514   0.244093E+04  -0.442805E+02   0.279336E-05  -0.442805E+02   0.665882E+01   0.584701E-06   0.279336E-05   0.584701E-06   0.154047E-07
   515   0.244600E+04  -0.431039E+02   0.276542E-05  -0.431039E+02   0.659938E+01   0.567996E-06   0.276542E-05   0.567996E-06   0.153583E-07
   516   0.245085E+04  -0.419148E+02   0.273900E-05  -0.419148E+02   0.654431E+01   0.551407E-06   0.273900E-05   0.551407E-06   0.153121E-07
   517   0.245541E+04  -0.407139E+02   0.271408E-05  -0.407139E+02   0.649375E+01   0.534932E-06   0.271408E-05   0.534932E-06   0.152662E-07
   518   0.245983E+04  -0.395019E+02   0.269065E-05  -0.395019E+02   0.644757E+01   0.518567E-06   0.269065E-05   0.518567E-06   0.152204E-07
   519   0.246410E+04  -0.382781E+02   0.266870E-05  -0.382781E+02   0.640598E+01   0.502310E-06   0.266870E-05   0.502310E-06   0.151748E-07
   520   0.246807E+04  -0.370454E+02   0.264821E-05  -0.370454E+02   0.636891E+01   0.486157E-06   0.264821E-05   0.486157E-06   0.151294E-07
   521   0.247176E+04  -0.358038E+02   0.262915E-05  -0.358038E+02   0.633643E+01   0.470106E-06   0.262915E-05   0.470106E-06   0.150842E-07
   522   0.247522E+04  -0.345532E+02   0.261152E-05  -0.345532E+02   0.630878E+01   0.454153E-06   0.261152E-05   0.454153E-06   0.150391E-07
   523   0.247854E+04  -0.332953E+02   0.259530E-05  -0.332953E+02   0.628580E+01   0.438295E-06   0.259530E-05   0.438295E-06   0.149943E-07
   524   0.248164E+04  -0.320306E+02   0.258047E-05  -0.320306E+02   0.626749E+01   0.422529E-06   0.258047E-05   0.422529E-06   0.149496E-07
   525   0.248438E+04  -0.307584E+02   0.256701E-05  -0.307584E+02   0.625400E+01   0.406852E-06   0.256701E-05   0.406852E-06   0.149052E-07
   526   0.248696E+04  -0.294809E+02   0.255491E-05  -0.294809E+02   0.624534E+01   0.391262E-06   0.255491E-05   0.391262E-06   0.148609E-07
   527   0.248948E+04  -0.281989E+02   0.254416E-05  -0.281989E+02   0.624150E+01   0.375754E-06   0.254416E-05   0.375754E-06   0.148168E-07
   528   0.249163E+04  -0.269138E+02   0.253473E-05  -0.269138E+02   0.624249E+01   0.360326E-06   0.253473E-05   0.360326E-06   0.147729E-07
   529   0.249356E+04  -0.256241E+02   0.252661E-05  -0.256241E+02   0.624860E+01   0.344974E-06   0.252661E-05   0.344974E-06   0.147291E-07
   530   0.249520E+04  -0.243335E+02   0.251978E-05  -0.243335E+02   0.625961E+01   0.329697E-06   0.251978E-05   0.329697E-06   0.146856E-07
   531   0.249683E+04  -0.230390E+02   0.251424E-05  -0.230390E+02   0.627546E+01   0.314489E-06   0.251424E-05   0.314489E-06   0.146422E-07
   532   0.249803E+04  -0.217444E+02   0.250995E-05  -0.217444E+02   0.629643E+01   0.299350E-06   0.250995E-05   0.299350E-06   0.145990E-07
   533   0.249900E+04  -0.204495E+02   0.250691E-05  -0.204495E+02   0.632238E+01   0.284275E-06   0.250691E-05   0.284275E-06   0.145560E-07
   534   0.249976E+04  -0.191551E+02   0.250509E-05  -0.191551E+02   0.635339E+01   0.269261E-06   0.250509E-05   0.269261E-06   0.145132E-07
   535   0.250029E+04  -0.178620E+02   0.250449E-05  -0.178620E+02   0.638953E+01   0.254305E-06   0.250449E-05   0.254305E-06   0.144705E-07
   536   0.250061E+04  -0.165702E+02   0.250508E-05  -0.165702E+02   0.643065E+01   0.239405E-06   0.250508E-05   0.239405E-06   0.144280E-07
   537   0.250077E+04  -0.152810E+02   0.250685E-05  -0.152810E+02   0.647683E+01   0.224557E-06   0.250685E-05   0.224557E-06   0.143857E-07
   538   0.250057E+04  -0.139952E+02   0.250979E-05  -0.139952E+02   0.652822E+01   0.209757E-06   0.250979E-05   0.209757E-06   0.143436E-07
   539   0.250022E+04  -0.127136E+02   0.251387E-05  -0.127136E+02   0.658452E+01   0.195004E-06   0.251387E-05   0.195004E-06   0.143017E-07
   540   0.249965E+04  -0.114368E+02   0.251908E-05  -0.114368E+02   0.664617E+01   0.180294E-06   0.251908E-05   0.180294E-06   0.142599E-07
   541   0.249879E+04  -0.101649E+02   0.252541E-05  -0.101649E+02   0.671275E+01   0.165623E-06   0.252541E-05   0.165623E-06   0.142183E-07
   542   0.249777E+04  -0.889999E+01   0.253283E-05  -0.889999E+01   0.678446E+01   0.150990E-06   0.253283E-05   0.150990E-06   0.141768E-07
   543   0.249647E+04  -0.764172E+01   0.254134E-05  -0.764172E+01   0.686138E+01   0.136389E-06   0.254134E-05   0.136389E-06   0.141356E-07
   544   0.249501E+04  -0.639099E+01   0.255091E-05  -0.639099E+01   0.694338E+01   0.121820E-06   0.255091E-05   0.121820E-06   0.140945E-07
   545   0.249326E+04  -0.514837E+01   0.256152E-05  -0.514837E+01   0.703043E+01   0.107278E-06   0.256152E-05   0.107278E-06   0.140536E-07
   546   0.249136E+04  -0.391489E+01   0.257317E-05  -0.391489E+01   0.712234E+01   0.927603E-07   0.257317E-05   0.927603E-07   0.140128E-07
   547   0.248916E+04  -0.269083E+01   0.258584E-05  -0.269083E+01   0.721931E+01   0.782641E-07   0.258584E-05   0.782641E-07   0.139722E-07
   548   0.248682E+04  -0.147720E+01   0.259951E-05  -0.147720E+01   0.732135E+01   0.637861E-07   0.259951E-05   0.637861E-07   0.139318E-07
   549   0.248425E+04  -0.274694E+00   0.261416E-05  -0.274694E+00   0.742847E+01   0.493233E-07   0.261416E-05   0.493233E-07   0.138916E-07
   550   0.248146E+04   0.916134E+00   0.262977E-05   0.916134E+00   0.754066E+01   0.348727E-07   0.262977E-05   0.348727E-07   0.138515E-07
   551   0.247853E+04   0.209469E+01   0.264634E-05   0.209469E+01   0.765792E+01   0.204320E-07   0.264634E-05   0.204320E-07   0.138115E-07
   552   0.247529E+04   0.325988E+01   0.266385E-05   0.325988E+01   0.778026E+01   0.600236E-08   0.266385E-05   0.600236E-08   0.137718E-07
   553   0.247191E+04   0.441147E+01   0.268228E-05   0.441147E+01   0.790619E+01  -0.841403E-08   0.268228E-05  -0.841403E-08   0.137322E-07
   554   0.246831E+04   0.554865E+01   0.270163E-05   0.554865E+01   0.803870E+01  -0.228151E-07   0.270163E-05  -0.228151E-07   0.136928E-07
   555   0.246448E+04   0.667058E+01   0.272189E-05   0.667058E+01   0.817556E+01  -0.371988E-07   0.272189E-05  -0.371988E-07   0.136535E-07
   556   0.246043E+04   0.777710E+01   0.274304E-05   0.777710E+01   0.831751E+01  -0.515630E-07   0.274304E-05  -0.515630E-07   0.136144E-07
   557   0.245623E+04   0.886642E+01   0.276508E-05   0.886642E+01   0.846383E+01  -0.659057E-07   0.276508E-05  -0.659057E-07   0.135754E-07
   558   0.245180E+04   0.993914E+01   0.278799E-05   0.993914E+01   0.861599E+01  -0.802247E-07   0.278799E-05  -0.802247E-07   0.135366E-07
   559   0.244716E+04   0.109945E+02   0.281176E-05   0.109945E+02   0.877177E+01  -0.945180E-07   0.281176E-05  -0.945180E-07   0.134980E-07
   560   0.244243E+04   0.120310E+02   0.283638E-05   0.120310E+02   0.893192E+01  -0.108783E-06   0.283638E-05  -0.108783E-06   0.134595E-07
   561   0.243734E+04   0.130486E+02   0.286184E-05   0.130486E+02   0.909719E+01  -0.123019E-06   0.286184E-05  -0.123019E-06   0.134212E-07
   562   0.243224E+04   0.140466E+02   0.288813E-05   0.140466E+02   0.926759E+01  -0.137223E-06   0.288813E-05  -0.137223E-06   0.133831E-07
   563   0.242692E+04   0.150265E+02   0.291523E-05   0.150265E+02   0.944162E+01  -0.151392E-06   0.291523E-05  -0.151392E-06   0.133451E-07
   564   0.242145E+04   0.159830E+02   0.294314E-05   0.159830E+02   0.962154E+01  -0.165526E-06   0.294314E-05  -0.165526E-06   0.133072E-07
   565   0.241575E+04   0.169199E+02   0.297185E-05   0.169199E+02   0.980435E+01  -0.179621E-06   0.297185E-05  -0.179621E-06   0.132695E-07
   566   0.240990E+04   0.178341E+02   0.300134E-05   0.178341E+02   0.999231E+01  -0.193675E-06   0.300134E-05  -0.193675E-06   0.132320E-07
   567   0.240391E+04   0.187265E+02   0.303160E-05   0.187265E+02   0.101839E+02  -0.207688E-06   0.303160E-05  -0.207688E-06   0.131946E-07
   568   0.239776E+04   0.195954E+02   0.306262E-05   0.195954E+02   0.103807E+02  -0.221656E-06   0.306262E-05  -0.221656E-06   0.131574E-07
   569   0.239138E+04   0.204432E+02   0.309439E-05   0.204432E+02   0.105819E+02  -0.235577E-06   0.309439E-05  -0.235577E-06   0.131203E-07
   570   0.238493E+04   0.212646E+02   0.312690E-05   0.212646E+02   0.107867E+02  -0.249450E-06   0.312690E-05  -0.249450E-06   0.130834E-07
   571   0.237825E+04   0.220619E+02   0.316014E-05   0.220619E+02   0.109960E+02  -0.263272E-06   0.316014E-05  -0.263272E-06   0.130466E-07
   572   0.237143E+04   0.228350E+02   0.319410E-05   0.228350E+02   0.112090E+02  -0.277041E-06   0.319410E-05  -0.277041E-06   0.130100E-07
   573   0.236452E+04   0.235817E+02   0.322876E-05   0.235817E+02   0.114256E+02  -0.290755E-06   0.322876E-05  -0.290755E-06   0.129735E-07
   574   0.235746E+04   0.243035E+02   0.326411E-05   0.243035E+02   0.116467E+02  -0.304412E-06   0.326411E-05  -0.304412E-06   0.129372E-07
   575   0.235025E+04   0.249981E+02   0.330015E-05   0.249981E+02   0.118707E+02  -0.318010E-06   0.330015E-05  -0.318010E-06   0.129010E-07
   576   0.234297E+04   0.256670E+02   0.333686E-05   0.256670E+02   0.120992E+02  -0.331547E-06   0.333686E-05  -0.331547E-06   0.128650E-07
   577   0.233545E+04   0.263087E+02   0.337423E-05   0.263087E+02   0.123313E+02  -0.345021E-06   0.337423E-05  -0.345021E-06   0.128291E-07
   578   0.232786E+04   0.269225E+02   0.341225E-05   0.269225E+02   0.125665E+02  -0.358429E-06   0.341225E-05  -0.358429E-06   0.127934E-07
   579   0.232019E+04   0.275091E+02   0.345091E-05   0.275091E+02   0.128061E+02  -0.371770E-06   0.345091E-05  -0.371770E-06   0.127578E-07
   580   0.231244E+04   0.280663E+02   0.349019E-05   0.280663E+02   0.130486E+02  -0.385041E-06   0.349019E-05  -0.385041E-06   0.127223E-07
   581   0.230439E+04   0.285962E+02   0.353010E-05   0.285962E+02   0.132942E+02  -0.398241E-06   0.353010E-05  -0.398241E-06   0.126870E-07
   582   0.229634E+04   0.290967E+02   0.357060E-05   0.290967E+02   0.135435E+02  -0.411367E-06   0.357060E-05  -0.411367E-06   0.126519E-07
   583   0.228820E+04   0.295670E+02   0.361171E-05   0.295670E+02   0.137957E+02  -0.424417E-06   0.361171E-05  -0.424417E-06   0.126168E-07
   584   0.227999E+04   0.300085E+02   0.365339E-05   0.300085E+02   0.140510E+02  -0.437390E-06   0.365339E-05  -0.437390E-06   0.125820E-07
   585   0.227170E+04   0.304199E+02   0.369565E-05   0.304199E+02   0.143092E+02  -0.450282E-06   0.369565E-05  -0.450282E-06   0.125472E-07
   586   0.226325E+04   0.308009E+02   0.373846E-05   0.308009E+02   0.145697E+02  -0.463093E-06   0.373846E-05  -0.463093E-06   0.125126E-07
   587   0.225480E+04   0.311518E+02   0.378183E-05   0.311518E+02   0.148340E+02  -0.475819E-06   0.378183E-05  -0.475819E-06   0.124782E-07
   588   0.224620E+04   0.314709E+02   0.382573E-05   0.314709E+02   0.151005E+02  -0.488459E-06   0.382573E-05  -0.488459E-06   0.124439E-07
   589   0.223751E+04   0.317598E+02   0.387016E-05   0.317598E+02   0.153701E+02  -0.501011E-06   0.387016E-05  -0.501011E-06   0.124097E-07
   590   0.222875E+04   0.320176E+02   0.391511E-05   0.320176E+02   0.156411E+02  -0.513473E-06   0.391511E-05  -0.513473E-06   0.123756E-07
   591   0.221997E+04   0.322437E+02   0.396056E-05   0.322437E+02   0.159160E+02  -0.525842E-06   0.396056E-05  -0.525842E-06   0.123417E-07
   592   0.221112E+04   0.324372E+02   0.400651E-05   0.324372E+02   0.161916E+02  -0.538116E-06   0.400651E-05  -0.538116E-06   0.123080E-07
   593   0.220219E+04   0.326005E+02   0.405294E-05   0.326005E+02   0.164710E+02  -0.550294E-06   0.405294E-05  -0.550294E-06   0.122743E-07
   594   0.219310E+04   0.327304E+02   0.409984E-05   0.327304E+02   0.167520E+02  -0.562374E-06   0.409984E-05  -0.562374E-06   0.122408E-07
   595   0.218401E+04   0.328294E+02   0.414720E-05   0.328294E+02   0.170338E+02  -0.574352E-06   0.414720E-05  -0.574352E-06   0.122075E-07
   596   0.217498E+04   0.328950E+02   0.419501E-05   0.328950E+02   0.173193E+02  -0.586228E-06   0.419501E-05  -0.586228E-06   0.121742E-07
   597   0.216588E+04   0.329288E+02   0.424325E-05   0.329288E+02   0.176042E+02  -0.597998E-06   0.424325E-05  -0.597998E-06   0.121411E-07
   598   0.215691E+04   0.329300E+02   0.429193E-05   0.329300E+02   0.178922E+02  -0.609662E-06   0.429193E-05  -0.609662E-06   0.121082E-07
   599   0.214779E+04   0.328994E+02   0.434102E-05   0.328994E+02   0.181817E+02  -0.621216E-06   0.434102E-05  -0.621216E-06   0.120753E-07
   600   0.213859E+04   0.328355E+02   0.439051E-05   0.328355E+02   0.184728E+02  -0.632659E-06   0.439051E-05  -0.632659E-06   0.120426E-07
   601   0.212938E+04   0.327390E+02   0.444040E-05   0.327390E+02   0.187655E+02  -0.643990E-06   0.444040E-05  -0.643990E-06   0.120101E-07
   602   0.212016E+04   0.326091E+02   0.449067E-05   0.326091E+02   0.190583E+02  -0.655206E-06   0.449067E-05  -0.655206E-06   0.119776E-07
   603   0.211086E+04   0.324480E+02   0.454131E-05   0.324480E+02   0.193535E+02  -0.666308E-06   0.454131E-05  -0.666308E-06   0.119453E-07
   604   0.210170E+04   0.322535E+02   0.459231E-05   0.322535E+02   0.196487E+02  -0.677295E-06   0.459231E-05  -0.677295E-06   0.119131E-07
   605   0.209246E+04   0.320263E+02   0.464365E-05   0.320263E+02   0.199448E+02  -0.688166E-06   0.464365E-05  -0.688166E-06   0.118810E-07
   606   0.208329E+04   0.317663E+02   0.469534E-05   0.317663E+02   0.202417E+02  -0.698922E-06   0.469534E-05  -0.698922E-06   0.118491E-07
   607   0.207388E+04   0.314736E+02   0.474734E-05   0.314736E+02   0.205395E+02  -0.709560E-06   0.474734E-05  -0.709560E-06   0.118173E-07
   608   0.206469E+04   0.311481E+02   0.479966E-05   0.311481E+02   0.208382E+02  -0.720082E-06   0.479966E-05  -0.720082E-06   0.117856E-07
   609   0.205557E+04   0.307897E+02   0.485229E-05   0.307897E+02   0.211363E+02  -0.730486E-06   0.485229E-05  -0.730486E-06   0.117541E-07
   610   0.204637E+04   0.303985E+02   0.490520E-05   0.303985E+02   0.214344E+02  -0.740771E-06   0.490520E-05  -0.740771E-06   0.117226E-07
   611   0.203723E+04   0.299752E+02   0.495839E-05   0.299752E+02   0.217335E+02  -0.750938E-06   0.495839E-05  -0.750938E-06   0.116913E-07
   612   0.202816E+04   0.295204E+02   0.501185E-05   0.295204E+02   0.220334E+02  -0.760985E-06   0.501185E-05  -0.760985E-06   0.116602E-07
   613   0.201901E+04   0.290320E+02   0.506557E-05   0.290320E+02   0.223305E+02  -0.770913E-06   0.506557E-05  -0.770913E-06   0.116291E-07
   614   0.201000E+04   0.285113E+02   0.511953E-05   0.285113E+02   0.226292E+02  -0.780720E-06   0.511953E-05  -0.780720E-06   0.115982E-07
   615   0.200098E+04   0.279591E+02   0.517373E-05   0.279591E+02   0.229266E+02  -0.790405E-06   0.517373E-05  -0.790405E-06   0.115673E-07
   616   0.199203E+04   0.273754E+02   0.522815E-05   0.273754E+02   0.232249E+02  -0.799970E-06   0.522815E-05  -0.799970E-06   0.115367E-07
   617   0.198322E+04   0.267601E+02   0.528277E-05   0.267601E+02   0.235226E+02  -0.809412E-06   0.528277E-05  -0.809412E-06   0.115061E-07
   618   0.197440E+04   0.261124E+02   0.533760E-05   0.261124E+02   0.238197E+02  -0.818731E-06   0.533760E-05  -0.818731E-06   0.114756E-07
   619   0.196557E+04   0.254354E+02   0.539261E-05   0.254354E+02   0.241170E+02  -0.827927E-06   0.539261E-05  -0.827927E-06   0.114453E-07
   620   0.195696E+04   0.247267E+02   0.544781E-05   0.247267E+02   0.244114E+02  -0.836999E-06   0.544781E-05  -0.836999E-06   0.114151E-07
   621   0.194827E+04   0.239870E+02   0.550316E-05   0.239870E+02   0.247060E+02  -0.845947E-06   0.550316E-05  -0.845947E-06   0.113850E-07
   622   0.193972E+04   0.232164E+02   0.555867E-05   0.232164E+02   0.249993E+02  -0.854770E-06   0.555867E-05  -0.854770E-06   0.113550E-07
   623   0.193131E+04   0.224170E+02   0.561432E-05   0.224170E+02   0.252906E+02  -0.863468E-06   0.561432E-05  -0.863468E-06   0.113252E-07
   624   0.192289E+04   0.215873E+02   0.567010E-05   0.215873E+02   0.255805E+02  -0.872039E-06   0.567010E-05  -0.872039E-06   0.112954E-07
   625   0.191454E+04   0.207274E+02   0.572601E-05   0.207274E+02   0.258691E+02  -0.880484E-06   0.572601E-05  -0.880484E-06   0.112658E-07
   626   0.190633E+04   0.198385E+02   0.578201E-05   0.198385E+02   0.261564E+02  -0.888802E-06   0.578201E-05  -0.888802E-06   0.112363E-07
   627   0.189826E+04   0.189208E+02   0.583812E-05   0.189208E+02   0.264417E+02  -0.896992E-06   0.583812E-05  -0.896992E-06   0.112069E-07
   628   0.189025E+04   0.179742E+02   0.589431E-05   0.179742E+02   0.267250E+02  -0.905053E-06   0.589431E-05  -0.905053E-06   0.111776E-07
   629   0.188239E+04   0.169993E+02   0.595057E-05   0.169993E+02   0.270062E+02  -0.912986E-06   0.595057E-05  -0.912986E-06   0.111484E-07
   630   0.187452E+04   0.159955E+02   0.600690E-05   0.159955E+02   0.272854E+02  -0.920790E-06   0.600690E-05  -0.920790E-06   0.111194E-07
   631   0.186680E+04   0.149657E+02   0.606328E-05   0.149657E+02   0.275625E+02  -0.928464E-06   0.606328E-05  -0.928464E-06   0.110905E-07
   632   0.185928E+04   0.139076E+02   0.611969E-05   0.139076E+02   0.278369E+02  -0.936007E-06   0.611969E-05  -0.936007E-06   0.110616E-07
   633   0.185176E+04   0.128234E+02   0.617613E-05   0.128234E+02   0.281100E+02  -0.943419E-06   0.617613E-05  -0.943419E-06   0.110329E-07
   634   0.184446E+04   0.117130E+02   0.623259E-05   0.117130E+02   0.283788E+02  -0.950699E-06   0.623259E-05  -0.950699E-06   0.110043E-07
   635   0.183729E+04   0.105769E+02   0.628906E-05   0.105769E+02   0.286464E+02  -0.957848E-06   0.628906E-05  -0.957848E-06   0.109758E-07
   636   0.183012E+04   0.941572E+01   0.634552E-05   0.941572E+01   0.289120E+02  -0.964864E-06   0.634552E-05  -0.964864E-06   0.109474E-07
   637   0.182316E+04   0.822874E+01   0.640196E-05   0.822874E+01   0.291726E+02  -0.971746E-06   0.640196E-05  -0.971746E-06   0.109192E-07
   638   0.181635E+04   0.701813E+01   0.645837E-05   0.701813E+01   0.294319E+02  -0.978495E-06   0.645837E-05  -0.978495E-06   0.108910E-07
   639   0.180967E+04   0.578291E+01   0.651474E-05   0.578291E+01   0.296870E+02  -0.985109E-06   0.651474E-05  -0.985109E-06   0.108629E-07
   640   0.180314E+04   0.452462E+01   0.657106E-05   0.452462E+01   0.299401E+02  -0.991589E-06   0.657106E-05  -0.991589E-06   0.108350E-07
   641   0.179675E+04   0.324322E+01   0.662731E-05   0.324322E+01   0.301898E+02  -0.997933E-06   0.662731E-05  -0.997933E-06   0.108072E-07
   642   0.179042E+04   0.193945E+01   0.668349E-05   0.193945E+01   0.304352E+02  -0.100414E-05   0.668349E-05  -0.100414E-05   0.107794E-07
   643   0.178431E+04   0.613761E+00   0.673958E-05   0.613761E+00   0.306786E+02  -0.101021E-05   0.673958E-05  -0.101021E-05   0.107518E-07
   644   0.177841E+04  -0.733200E+00   0.679558E-05  -0.733200E+00   0.309163E+02  -0.101615E-05   0.679558E-05  -0.101615E-05   0.107243E-07
   645   0.177258E+04  -0.210117E+01   0.685147E-05  -0.210117E+01   0.311513E+02  -0.102194E-05   0.685147E-05  -0.102194E-05   0.106969E-07
   646   0.176690E+04  -0.348950E+01   0.690723E-05  -0.348950E+01   0.313829E+02  -0.102760E-05   0.690723E-05  -0.102760E-05   0.106695E-07
   647   0.176150E+04  -0.489808E+01   0.696286E-05  -0.489808E+01   0.316102E+02  -0.103312E-05   0.696286E-05  -0.103312E-05   0.106423E-07
   648   0.175609E+04  -0.632501E+01   0.701835E-05  -0.632501E+01   0.318341E+02  -0.103850E-05   0.701835E-05  -0.103850E-05   0.106152E-07
   649   0.175098E+04  -0.777104E+01   0.707369E-05  -0.777104E+01   0.320530E+02  -0.104374E-05   0.707369E-05  -0.104374E-05   0.105882E-07
   650   0.174600E+04  -0.923474E+01   0.712886E-05  -0.923474E+01   0.322678E+02  -0.104884E-05   0.712886E-05  -0.104884E-05   0.105613E-07
   651   0.174116E+04  -0.107161E+02   0.718385E-05  -0.107161E+02   0.324798E+02  -0.105380E-05   0.718385E-05  -0.105380E-05   0.105345E-07
   652   0.173647E+04  -0.122145E+02   0.723865E-05  -0.122145E+02   0.326870E+02  -0.105862E-05   0.723865E-05  -0.105862E-05   0.105078E-07
   653   0.173207E+04  -0.137283E+02   0.729327E-05  -0.137283E+02   0.328884E+02  -0.106330E-05   0.729327E-05  -0.106330E-05   0.104812E-07
   654   0.172773E+04  -0.152570E+02   0.734769E-05  -0.152570E+02   0.330864E+02  -0.106784E-05   0.734769E-05  -0.106784E-05   0.104547E-07
   655   0.172354E+04  -0.168012E+02   0.740190E-05  -0.168012E+02   0.332802E+02  -0.107224E-05   0.740190E-05  -0.107224E-05   0.104283E-07
   656   0.171963E+04  -0.183595E+02   0.745591E-05  -0.183595E+02   0.334690E+02  -0.107649E-05   0.745591E-05  -0.107649E-05   0.104021E-07
   657   0.171587E+04  -0.199304E+02   0.750969E-05  -0.199304E+02   0.336530E+02  -0.108062E-05   0.750969E-05  -0.108062E-05   0.103759E-07
   658   0.171217E+04  -0.215147E+02   0.756326E-05  -0.215147E+02   0.338327E+02  -0.108460E-05   0.756326E-05  -0.108460E-05   0.103498E-07
   659   0.170884E+04  -0.231109E+02   0.761659E-05  -0.231109E+02   0.340074E+02  -0.108844E-05   0.761659E-05  -0.108844E-05   0.103238E-07
   660   0.170566E+04  -0.247184E+02   0.766969E-05  -0.247184E+02   0.341765E+02  -0.109215E-05   0.766969E-05  -0.109215E-05   0.102979E-07
   661   0.170261E+04  -0.263356E+02   0.772254E-05  -0.263356E+02   0.343407E+02  -0.109571E-05   0.772254E-05  -0.109571E-05   0.102720E-07
   662   0.169979E+04  -0.279641E+02   0.777514E-05  -0.279641E+02   0.345006E+02  -0.109914E-05   0.777514E-05  -0.109914E-05   0.102463E-07
   663   0.169710E+04  -0.296024E+02   0.782749E-05  -0.296024E+02   0.346556E+02  -0.110244E-05   0.782749E-05  -0.110244E-05   0.102207E-07
   664   0.169464E+04  -0.312483E+02   0.787957E-05  -0.312483E+02   0.348041E+02  -0.110559E-05   0.787957E-05  -0.110559E-05   0.101952E-07
   665   0.169232E+04  -0.329026E+02   0.793139E-05  -0.329026E+02   0.349477E+02  -0.110861E-05   0.793139E-05  -0.110861E-05   0.101698E-07
