#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   392   0.171396E+04   0.151336E+02   0.253999E-04   0.151336E+02   0.211836E+02   0.120697E-05   0.253999E-04   0.120697E-05   0.232948E-07
   393   0.170637E+04   0.132222E+02   0.251086E-04   0.132222E+02   0.211938E+02   0.120980E-05   0.251086E-04   0.120980E-05   0.232150E-07
   394   0.169915E+04   0.113156E+02   0.248171E-04   0.113156E+02   0.212003E+02   0.121298E-05   0.248171E-04   0.121298E-05   0.231355E-07
   395   0.169230E+04   0.941223E+01   0.245252E-04   0.941223E+01   0.212024E+02   0.121652E-05   0.245252E-04   0.121652E-05   0.230564E-07
   396   0.168597E+04   0.751571E+01   0.242329E-04   0.751571E+01   0.212009E+02   0.122043E-05   0.242329E-04   0.122043E-05   0.229776E-07
   397   0.167993E+04   0.562466E+01   0.239401E-04   0.562466E+01   0.211957E+02   0.122474E-05   0.239401E-04   0.122474E-05   0.228992E-07
   398   0.167441E+04   0.374041E+01   0.236467E-04   0.374041E+01   0.211862E+02   0.122946E-05   0.236467E-04   0.122946E-05   0.228212E-07
   399   0.166925E+04   0.186381E+01   0.233525E-04   0.186381E+01   0.211731E+02   0.123459E-05   0.233525E-04   0.123459E-05   0.227435E-07
   400   0.166447E+04  -0.426309E-02   0.230576E-04  -0.426309E-02   0.211563E+02   0.124017E-05   0.230576E-04   0.124017E-05   0.226662E-07
   401   0.166014E+04  -0.186323E+01   0.227618E-04  -0.186323E+01   0.211351E+02   0.124618E-05   0.227618E-04   0.124618E-05   0.225892E-07
   402   0.165624E+04  -0.371217E+01   0.224652E-04  -0.371217E+01   0.211096E+02   0.125263E-05   0.224652E-04   0.125263E-05   0.225126E-07
   403   0.165272E+04  -0.555049E+01   0.221679E-04  -0.555049E+01   0.210812E+02   0.125947E-05   0.221679E-04   0.125947E-05   0.224363E-07
   404   0.164957E+04  -0.737665E+01   0.218700E-04  -0.737665E+01   0.210484E+02   0.126669E-05   0.218700E-04   0.126669E-05   0.223603E-07
   405   0.164686E+04  -0.919146E+01   0.215717E-04  -0.919146E+01   0.210112E+02   0.127426E-05   0.215717E-04   0.127426E-05   0.222847E-07
   406   0.164445E+04  -0.109927E+02   0.212730E-04  -0.109927E+02   0.209711E+02   0.128215E-05   0.212730E-04   0.128215E-05   0.222094E-07
   407   0.164248E+04  -0.127818E+02   0.209740E-04  -0.127818E+02   0.209266E+02   0.129035E-05   0.209740E-04   0.129035E-05   0.221344E-07
   408   0.164089E+04  -0.145545E+02   0.206749E-04  -0.145545E+02   0.208785E+02   0.129882E-05   0.206749E-04   0.129882E-05   0.220598E-07
   409   0.163974E+04  -0.163128E+02   0.203757E-04  -0.163128E+02   0.208274E+02   0.130754E-05   0.203757E-04   0.130754E-05   0.219856E-07
   410   0.163888E+04  -0.180560E+02   0.200766E-04  -0.180560E+02   0.207713E+02   0.131649E-05   0.200766E-04   0.131649E-05   0.219116E-07
   411   0.163848E+04  -0.197820E+02   0.197777E-04  -0.197820E+02   0.207122E+02   0.132564E-05   0.197777E-04   0.132564E-05   0.218380E-07
   412   0.163837E+04  -0.214915E+02   0.194791E-04  -0.214915E+02   0.206494E+02   0.133497E-05   0.194791E-04   0.133497E-05   0.217647E-07
   413   0.163863E+04  -0.231830E+02   0.191808E-04  -0.231830E+02   0.205830E+02   0.134445E-05   0.191808E-04   0.134445E-05   0.216917E-07
   414   0.163919E+04  -0.248564E+02   0.188830E-04  -0.248564E+02   0.205130E+02   0.135405E-05   0.188830E-04   0.135405E-05   0.216191E-07
   415   0.164019E+04  -0.265097E+02   0.185858E-04  -0.265097E+02   0.204400E+02   0.136375E-05   0.185858E-04   0.136375E-05   0.215468E-07
   416   0.164149E+04  -0.281442E+02   0.182893E-04  -0.281442E+02   0.203626E+02   0.137353E-05   0.182893E-04   0.137353E-05   0.214748E-07
   417   0.164310E+04  -0.297592E+02   0.179936E-04  -0.297592E+02   0.202822E+02   0.138337E-05   0.179936E-04   0.138337E-05   0.214031E-07
   418   0.164507E+04  -0.313518E+02   0.176988E-04  -0.313518E+02   0.201967E+02   0.139322E-05   0.176988E-04   0.139322E-05   0.213318E-07
   419   0.164741E+04  -0.329227E+02   0.174050E-04  -0.329227E+02   0.201090E+02   0.140308E-05   0.174050E-04   0.140308E-05   0.212608E-07
   420   0.165006E+04  -0.344719E+02   0.171124E-04  -0.344719E+02   0.200184E+02   0.141292E-05   0.171124E-04   0.141292E-05   0.211901E-07
   421   0.165307E+04  -0.359979E+02   0.168210E-04  -0.359979E+02   0.199241E+02   0.142271E-05   0.168210E-04   0.142271E-05   0.211197E-07
   422   0.165639E+04  -0.375015E+02   0.165309E-04  -0.375015E+02   0.198261E+02   0.143242E-05   0.165309E-04   0.143242E-05   0.210496E-07
   423   0.165993E+04  -0.389805E+02   0.162423E-04  -0.389805E+02   0.197245E+02   0.144203E-05   0.162423E-04   0.144203E-05   0.209798E-07
   424   0.166377E+04  -0.404355E+02   0.159552E-04  -0.404355E+02   0.196198E+02   0.145152E-05   0.159552E-04   0.145152E-05   0.209104E-07
   425   0.166798E+04  -0.418644E+02   0.156698E-04  -0.418644E+02   0.195115E+02   0.146087E-05   0.156698E-04   0.146087E-05   0.208412E-07
   426   0.167249E+04  -0.432679E+02   0.153862E-04  -0.432679E+02   0.194010E+02   0.147004E-05   0.153862E-04   0.147004E-05   0.207724E-07
   427   0.167723E+04  -0.446468E+02   0.151044E-04  -0.446468E+02   0.192868E+02   0.147901E-05   0.151044E-04   0.147901E-05   0.207038E-07
   428   0.168226E+04  -0.459973E+02   0.148246E-04  -0.459973E+02   0.191696E+02   0.148775E-05   0.148246E-04   0.148775E-05   0.206356E-07
   429   0.168752E+04  -0.473210E+02   0.145469E-04  -0.473210E+02   0.190495E+02   0.149625E-05   0.145469E-04   0.149625E-05   0.205677E-07
   430   0.169316E+04  -0.486178E+02   0.142713E-04  -0.486178E+02   0.189271E+02   0.150448E-05   0.142713E-04   0.150448E-05   0.205000E-07
   431   0.169902E+04  -0.498863E+02   0.139981E-04  -0.498863E+02   0.188011E+02   0.151241E-05   0.139981E-04   0.151241E-05   0.204327E-07
   432   0.170503E+04  -0.511271E+02   0.137273E-04  -0.511271E+02   0.186720E+02   0.152001E-05   0.137273E-04   0.152001E-05   0.203657E-07
   433   0.171142E+04  -0.523375E+02   0.134590E-04  -0.523375E+02   0.185415E+02   0.152727E-05   0.134590E-04   0.152727E-05   0.202990E-07
   434   0.171795E+04  -0.535202E+02   0.131933E-04  -0.535202E+02   0.184073E+02   0.153415E-05   0.131933E-04   0.153415E-05   0.202325E-07
   435   0.172472E+04  -0.546731E+02   0.129303E-04  -0.546731E+02   0.182716E+02   0.154063E-05   0.129303E-04   0.154063E-05   0.201664E-07
   436   0.173178E+04  -0.557962E+02   0.126702E-04  -0.557962E+02   0.181329E+02   0.154670E-05   0.126702E-04   0.154670E-05   0.201005E-07
   437   0.173907E+04  -0.568881E+02   0.124130E-04  -0.568881E+02   0.179912E+02   0.155231E-05   0.124130E-04   0.155231E-05   0.200350E-07
   438   0.174652E+04  -0.579486E+02   0.121588E-04  -0.579486E+02   0.178473E+02   0.155745E-05   0.121588E-04   0.155745E-05   0.199697E-07
   439   0.175426E+04  -0.589794E+02   0.119078E-04  -0.589794E+02   0.177019E+02   0.156209E-05   0.119078E-04   0.156209E-05   0.199047E-07
   440   0.176216E+04  -0.599774E+02   0.116600E-04  -0.599774E+02   0.175535E+02   0.156621E-05   0.116600E-04   0.156621E-05   0.198400E-07
   441   0.177028E+04  -0.609448E+02   0.114156E-04  -0.609448E+02   0.174028E+02   0.156978E-05   0.114156E-04   0.156978E-05   0.197756E-07
   442   0.177849E+04  -0.618795E+02   0.111747E-04  -0.618795E+02   0.172499E+02   0.157278E-05   0.111747E-04   0.157278E-05   0.197115E-07
   443   0.178699E+04  -0.627822E+02   0.109373E-04  -0.627822E+02   0.170955E+02   0.157518E-05   0.109373E-04   0.157518E-05   0.196476E-07
   444   0.179565E+04  -0.636514E+02   0.107037E-04  -0.636514E+02   0.169396E+02   0.157696E-05   0.107037E-04   0.157696E-05   0.195841E-07
   445   0.180446E+04  -0.644879E+02   0.104738E-04  -0.644879E+02   0.167800E+02   0.157809E-05   0.104738E-04   0.157809E-05   0.195208E-07
   446   0.181335E+04  -0.652901E+02   0.102478E-04  -0.652901E+02   0.166203E+02   0.157855E-05   0.102478E-04   0.157855E-05   0.194578E-07
   447   0.182247E+04  -0.660604E+02   0.100258E-04  -0.660604E+02   0.164591E+02   0.157831E-05   0.100258E-04   0.157831E-05   0.193950E-07
   448   0.183166E+04  -0.667971E+02   0.980791E-05  -0.667971E+02   0.162948E+02   0.157734E-05   0.980791E-05   0.157734E-05   0.193326E-07
   449   0.184109E+04  -0.674989E+02   0.959425E-05  -0.674989E+02   0.161298E+02   0.157563E-05   0.959425E-05   0.157563E-05   0.192704E-07
   450   0.185067E+04  -0.681680E+02   0.938490E-05  -0.681680E+02   0.159641E+02   0.157315E-05   0.938490E-05   0.157315E-05   0.192085E-07
   451   0.186033E+04  -0.688021E+02   0.917996E-05  -0.688021E+02   0.157960E+02   0.156988E-05   0.917996E-05   0.156988E-05   0.191468E-07
   452   0.187007E+04  -0.694035E+02   0.897939E-05  -0.694035E+02   0.156271E+02   0.156582E-05   0.897939E-05   0.156582E-05   0.190855E-07
   453   0.188003E+04  -0.699699E+02   0.878314E-05  -0.699699E+02   0.154575E+02   0.156101E-05   0.878314E-05   0.156101E-05   0.190244E-07
   454   0.189001E+04  -0.705028E+02   0.859116E-05  -0.705028E+02   0.152863E+02   0.155546E-05   0.859116E-05   0.155546E-05   0.189635E-07
   455   0.190006E+04  -0.710021E+02   0.840339E-05  -0.710021E+02   0.151143E+02   0.154919E-05   0.840339E-05   0.154919E-05   0.189029E-07
   456   0.191034E+04  -0.714611E+02   0.821979E-05  -0.714611E+02   0.149408E+02   0.154222E-05   0.821979E-05   0.154222E-05   0.188426E-07
   457   0.192055E+04  -0.718940E+02   0.804029E-05  -0.718940E+02   0.147672E+02   0.153456E-05   0.804029E-05   0.153456E-05   0.187826E-07
   458   0.193092E+04  -0.722821E+02   0.786485E-05  -0.722821E+02   0.145929E+02   0.152624E-05   0.786485E-05   0.152624E-05   0.187228E-07
   459   0.194137E+04  -0.726411E+02   0.769341E-05  -0.726411E+02   0.144184E+02   0.151728E-05   0.769341E-05   0.151728E-05   0.186632E-07
   460   0.195190E+04  -0.729649E+02   0.752592E-05  -0.729649E+02   0.142424E+02   0.150769E-05   0.752592E-05   0.150769E-05   0.186040E-07
   461   0.196243E+04  -0.732543E+02   0.736233E-05  -0.732543E+02   0.140663E+02   0.149750E-05   0.736233E-05   0.149750E-05   0.185449E-07
   462   0.197304E+04  -0.735033E+02   0.720258E-05  -0.735033E+02   0.138894E+02   0.148672E-05   0.720258E-05   0.148672E-05   0.184862E-07
   463   0.198366E+04  -0.737304E+02   0.704661E-05  -0.737304E+02   0.137132E+02   0.147537E-05   0.704661E-05   0.147537E-05   0.184277E-07
   464   0.199429E+04  -0.739060E+02   0.689439E-05  -0.739060E+02   0.135369E+02   0.146348E-05   0.689439E-05   0.146348E-05   0.183694E-07
   465   0.200492E+04  -0.740597E+02   0.674585E-05  -0.740597E+02   0.133605E+02   0.145106E-05   0.674585E-05   0.145106E-05   0.183114E-07
   466   0.201563E+04  -0.741693E+02   0.660093E-05  -0.741693E+02   0.131833E+02   0.143812E-05   0.660093E-05   0.143812E-05   0.182537E-07
   467   0.202642E+04  -0.742495E+02   0.645960E-05  -0.742495E+02   0.130067E+02   0.142470E-05   0.645960E-05   0.142470E-05   0.181962E-07
   468   0.203714E+04  -0.742928E+02   0.632179E-05  -0.742928E+02   0.128308E+02   0.141081E-05   0.632179E-05   0.141081E-05   0.181389E-07
   469   0.204787E+04  -0.743068E+02   0.618744E-05  -0.743068E+02   0.126540E+02   0.139646E-05   0.618744E-05   0.139646E-05   0.180819E-07
   470   0.205868E+04  -0.742840E+02   0.605652E-05  -0.742840E+02   0.124787E+02   0.138169E-05   0.605652E-05   0.138169E-05   0.180252E-07
   471   0.206927E+04  -0.742243E+02   0.592896E-05  -0.742243E+02   0.123047E+02   0.136649E-05   0.592896E-05   0.136649E-05   0.179686E-07
   472   0.208002E+04  -0.741351E+02   0.580471E-05  -0.741351E+02   0.121306E+02   0.135091E-05   0.580471E-05   0.135091E-05   0.179124E-07
   473   0.209070E+04  -0.740090E+02   0.568372E-05  -0.740090E+02   0.119572E+02   0.133495E-05   0.568372E-05   0.133495E-05   0.178563E-07
   474   0.210139E+04  -0.738534E+02   0.556593E-05  -0.738534E+02   0.117851E+02   0.131863E-05   0.556593E-05   0.131863E-05   0.178005E-07
   475   0.211208E+04  -0.736609E+02   0.545130E-05  -0.736609E+02   0.116130E+02   0.130198E-05   0.545130E-05   0.130198E-05   0.177450E-07
   476   0.212262E+04  -0.734336E+02   0.533976E-05  -0.734336E+02   0.114429E+02   0.128501E-05   0.533976E-05   0.128501E-05   0.176897E-07
   477   0.213310E+04  -0.731813E+02   0.523127E-05  -0.731813E+02   0.112735E+02   0.126774E-05   0.523127E-05   0.126774E-05   0.176346E-07
   478   0.214359E+04  -0.728852E+02   0.512577E-05  -0.728852E+02   0.111047E+02   0.125020E-05   0.512577E-05   0.125020E-05   0.175798E-07
   479   0.215401E+04  -0.725699E+02   0.502320E-05  -0.725699E+02   0.109380E+02   0.123239E-05   0.502320E-05   0.123239E-05   0.175252E-07
   480   0.216436E+04  -0.722161E+02   0.492353E-05  -0.722161E+02   0.107727E+02   0.121434E-05   0.492353E-05   0.121434E-05   0.174708E-07
   481   0.217464E+04  -0.718274E+02   0.482669E-05  -0.718274E+02   0.106087E+02   0.119607E-05   0.482669E-05   0.119607E-05   0.174166E-07
   482   0.218493E+04  -0.714098E+02   0.473262E-05  -0.714098E+02   0.104469E+02   0.117760E-05   0.473262E-05   0.117760E-05   0.173627E-07
   483   0.219500E+04  -0.709655E+02   0.464128E-05  -0.709655E+02   0.102864E+02   0.115895E-05   0.464128E-05   0.115895E-05   0.173091E-07
   484   0.220493E+04  -0.704885E+02   0.455262E-05  -0.704885E+02   0.101280E+02   0.114013E-05   0.455262E-05   0.114013E-05   0.172556E-07
   485   0.221494E+04  -0.699803E+02   0.446657E-05  -0.699803E+02   0.997089E+01   0.112117E-05   0.446657E-05   0.112117E-05   0.172024E-07
   486   0.222481E+04  -0.694431E+02   0.438310E-05  -0.694431E+02   0.981666E+01   0.110209E-05   0.438310E-05   0.110209E-05   0.171494E-07
   487   0.223454E+04  -0.688768E+02   0.430213E-05  -0.688768E+02   0.966451E+01   0.108289E-05   0.430213E-05   0.108289E-05   0.170966E-07
   488   0.224412E+04  -0.682807E+02   0.422363E-05  -0.682807E+02   0.951371E+01   0.106362E-05   0.422363E-05   0.106362E-05   0.170440E-07
   489   0.225364E+04  -0.676563E+02   0.414753E-05  -0.676563E+02   0.936572E+01   0.104427E-05   0.414753E-05   0.104427E-05   0.169917E-07
   490   0.226308E+04  -0.670028E+02   0.407379E-05  -0.670028E+02   0.922056E+01   0.102487E-05   0.407379E-05   0.102487E-05   0.169396E-07
   491   0.227224E+04  -0.663232E+02   0.400234E-05  -0.663232E+02   0.907748E+01   0.100545E-05   0.400234E-05   0.100545E-05   0.168877E-07
   492   0.228140E+04  -0.656167E+02   0.393315E-05  -0.656167E+02   0.893721E+01   0.986015E-06   0.393315E-05   0.986015E-06   0.168360E-07
   493   0.229043E+04  -0.648817E+02   0.386615E-05  -0.648817E+02   0.879827E+01   0.966590E-06   0.386615E-05   0.966590E-06   0.167846E-07
   494   0.229930E+04  -0.641220E+02   0.380129E-05  -0.641220E+02   0.866362E+01   0.947194E-06   0.380129E-05   0.947194E-06   0.167333E-07
   495   0.230797E+04  -0.633360E+02   0.373852E-05  -0.633360E+02   0.853104E+01   0.927845E-06   0.373852E-05   0.927845E-06   0.166823E-07
   496   0.231649E+04  -0.625253E+02   0.367779E-05  -0.625253E+02   0.840201E+01   0.908563E-06   0.367779E-05   0.908563E-06   0.166315E-07
   497   0.232487E+04  -0.616891E+02   0.361903E-05  -0.616891E+02   0.827578E+01   0.889367E-06   0.361903E-05   0.889367E-06   0.165809E-07
   498   0.233311E+04  -0.608303E+02   0.356221E-05  -0.608303E+02   0.815161E+01   0.870277E-06   0.356221E-05   0.870277E-06   0.165305E-07
   499   0.234127E+04  -0.599459E+02   0.350726E-05  -0.599459E+02   0.803172E+01   0.851311E-06   0.350726E-05   0.851311E-06   0.164803E-07
   500   0.234923E+04  -0.590404E+02   0.345413E-05  -0.590404E+02   0.791388E+01   0.832488E-06   0.345413E-05   0.832488E-06   0.164304E-07
   501   0.235689E+04  -0.581122E+02   0.340278E-05  -0.581122E+02   0.780031E+01   0.813825E-06   0.340278E-05   0.813825E-06   0.163806E-07
   502   0.236456E+04  -0.571614E+02   0.335318E-05  -0.571614E+02   0.769029E+01   0.795322E-06   0.335318E-05   0.795322E-06   0.163310E-07
   503   0.237194E+04  -0.561901E+02   0.330532E-05  -0.561901E+02   0.758305E+01   0.776976E-06   0.330532E-05   0.776976E-06   0.162817E-07
   504   0.237910E+04  -0.551968E+02   0.325917E-05  -0.551968E+02   0.747936E+01   0.758783E-06   0.325917E-05   0.758783E-06   0.162325E-07
   505   0.238627E+04  -0.541853E+02   0.321474E-05  -0.541853E+02   0.737994E+01   0.740741E-06   0.321474E-05   0.740741E-06   0.161836E-07
   506   0.239307E+04  -0.531533E+02   0.317198E-05  -0.531533E+02   0.728422E+01   0.722847E-06   0.317198E-05   0.722847E-06   0.161348E-07
   507   0.239981E+04  -0.521029E+02   0.313090E-05  -0.521029E+02   0.719189E+01   0.705097E-06   0.313090E-05   0.705097E-06   0.160863E-07
   508   0.240625E+04  -0.510335E+02   0.309148E-05  -0.510335E+02   0.710398E+01   0.687488E-06   0.309148E-05   0.687488E-06   0.160379E-07
   509   0.241255E+04  -0.499480E+02   0.305369E-05  -0.499480E+02   0.701955E+01   0.670018E-06   0.305369E-05   0.670018E-06   0.159898E-07
   510   0.241856E+04  -0.488457E+02   0.301752E-05  -0.488457E+02   0.693926E+01   0.652683E-06   0.301752E-05   0.652683E-06   0.159418E-07
   511   0.242450E+04  -0.477264E+02   0.298296E-05  -0.477264E+02   0.686281E+01   0.635480E-06   0.298296E-05   0.635480E-06   0.158941E-07
   512   0.243014E+04  -0.465917E+02   0.294999E-05  -0.465917E+02   0.679064E+01   0.618406E-06   0.294999E-05   0.618406E-06   0.158466E-07
   513   0.243565E+04  -0.454431E+02   0.291859E-05  -0.454431E+02   0.672255E+01   0.601459E-06   0.291859E-05   0.601459E-06   0.157992E-07
   514   0.244093E+04  -0.442805E+02   0.288875E-05  -0.442805E+02   0.665882E+01   0.584634E-06   0.288875E-05   0.584634E-06   0.157520E-07
   515   0.244600E+04  -0.431039E+02   0.286045E-05  -0.431039E+02   0.659938E+01   0.567929E-06   0.286045E-05   0.567929E-06   0.157051E-07
   516   0.245085E+04  -0.419148E+02   0.283367E-05  -0.419148E+02   0.654431E+01   0.551341E-06   0.283367E-05   0.551341E-06   0.156583E-07
   517   0.245541E+04  -0.407139E+02   0.280840E-05  -0.407139E+02   0.649375E+01   0.534866E-06   0.280840E-05   0.534866E-06   0.156118E-07
   518   0.245983E+04  -0.395019E+02   0.278461E-05  -0.395019E+02   0.644757E+01   0.518502E-06   0.278461E-05   0.518502E-06   0.155654E-07
   519   0.246410E+04  -0.382781E+02   0.276231E-05  -0.382781E+02   0.640598E+01   0.502246E-06   0.276231E-05   0.502246E-06   0.155192E-07
   520   0.246807E+04  -0.370454E+02   0.274146E-05  -0.370454E+02   0.636891E+01   0.486094E-06   0.274146E-05   0.486094E-06   0.154732E-07
   521   0.247176E+04  -0.358038E+02   0.272205E-05  -0.358038E+02   0.633643E+01   0.470044E-06   0.272205E-05   0.470044E-06   0.154274E-07
   522   0.247522E+04  -0.345532E+02   0.270407E-05  -0.345532E+02   0.630878E+01   0.454092E-06   0.270407E-05   0.454092E-06   0.153818E-07
   523   0.247854E+04  -0.332953E+02   0.268750E-05  -0.332953E+02   0.628580E+01   0.438235E-06   0.268750E-05   0.438235E-06   0.153363E-07
   524   0.248164E+04  -0.320306E+02   0.267232E-05  -0.320306E+02   0.626749E+01   0.422470E-06   0.267232E-05   0.422470E-06   0.152911E-07
   525   0.248438E+04  -0.307584E+02   0.265851E-05  -0.307584E+02   0.625400E+01   0.406794E-06   0.265851E-05   0.406794E-06   0.152461E-07
   526   0.248696E+04  -0.294809E+02   0.264607E-05  -0.294809E+02   0.624534E+01   0.391205E-06   0.264607E-05   0.391205E-06   0.152012E-07
   527   0.248948E+04  -0.281989E+02   0.263497E-05  -0.281989E+02   0.624150E+01   0.375698E-06   0.263497E-05   0.375698E-06   0.151565E-07
   528   0.249163E+04  -0.269138E+02   0.262519E-05  -0.269138E+02   0.624249E+01   0.360271E-06   0.262519E-05   0.360271E-06   0.151120E-07
   529   0.249356E+04  -0.256241E+02   0.261673E-05  -0.256241E+02   0.624860E+01   0.344921E-06   0.261673E-05   0.344921E-06   0.150677E-07
   530   0.249520E+04  -0.243335E+02   0.260956E-05  -0.243335E+02   0.625961E+01   0.329644E-06   0.260956E-05   0.329644E-06   0.150236E-07
   531   0.249683E+04  -0.230390E+02   0.260367E-05  -0.230390E+02   0.627546E+01   0.314438E-06   0.260367E-05   0.314438E-06   0.149796E-07
   532   0.249803E+04  -0.217444E+02   0.259904E-05  -0.217444E+02   0.629643E+01   0.299300E-06   0.259904E-05   0.299300E-06   0.149359E-07
   533   0.249900E+04  -0.204495E+02   0.259565E-05  -0.204495E+02   0.632238E+01   0.284226E-06   0.259565E-05   0.284226E-06   0.148923E-07
   534   0.249976E+04  -0.191551E+02   0.259349E-05  -0.191551E+02   0.635339E+01   0.269214E-06   0.259349E-05   0.269214E-06   0.148489E-07
   535   0.250029E+04  -0.178620E+02   0.259255E-05  -0.178620E+02   0.638953E+01   0.254259E-06   0.259255E-05   0.254259E-06   0.148056E-07
   536   0.250061E+04  -0.165702E+02   0.259280E-05  -0.165702E+02   0.643065E+01   0.239360E-06   0.259280E-05   0.239360E-06   0.147626E-07
   537   0.250077E+04  -0.152810E+02   0.259423E-05  -0.152810E+02   0.647683E+01   0.224514E-06   0.259423E-05   0.224514E-06   0.147197E-07
   538   0.250057E+04  -0.139952E+02   0.259683E-05  -0.139952E+02   0.652822E+01   0.209716E-06   0.259683E-05   0.209716E-06   0.146770E-07
   539   0.250022E+04  -0.127136E+02   0.260057E-05  -0.127136E+02   0.658452E+01   0.194964E-06   0.260057E-05   0.194964E-06   0.146345E-07
   540   0.249965E+04  -0.114368E+02   0.260544E-05  -0.114368E+02   0.664617E+01   0.180255E-06   0.260544E-05   0.180255E-06   0.145922E-07
   541   0.249879E+04  -0.101649E+02   0.261143E-05  -0.101649E+02   0.671275E+01   0.165586E-06   0.261143E-05   0.165586E-06   0.145500E-07
   542   0.249777E+04  -0.889999E+01   0.261851E-05  -0.889999E+01   0.678446E+01   0.150953E-06   0.261851E-05   0.150953E-06   0.145080E-07
   543   0.249647E+04  -0.764172E+01   0.262668E-05  -0.764172E+01   0.686138E+01   0.136355E-06   0.262668E-05   0.136355E-06   0.144662E-07
   544   0.249501E+04  -0.639099E+01   0.263591E-05  -0.639099E+01   0.694338E+01   0.121787E-06   0.263591E-05   0.121787E-06   0.144245E-07
   545   0.249326E+04  -0.514837E+01   0.264619E-05  -0.514837E+01   0.703043E+01   0.107246E-06   0.264619E-05   0.107246E-06   0.143831E-07
   546   0.249136E+04  -0.391489E+01   0.265750E-05  -0.391489E+01   0.712234E+01   0.927299E-07   0.265750E-05   0.927299E-07   0.143417E-07
   547   0.248916E+04  -0.269083E+01   0.266982E-05  -0.269083E+01   0.721931E+01   0.782351E-07   0.266982E-05   0.782351E-07   0.143006E-07
   548   0.248682E+04  -0.147720E+01   0.268315E-05  -0.147720E+01   0.732135E+01   0.637586E-07   0.268315E-05   0.637586E-07   0.142596E-07
   549   0.248425E+04  -0.274694E+00   0.269746E-05  -0.274694E+00   0.742847E+01   0.492973E-07   0.269746E-05   0.492973E-07   0.142188E-07
   550   0.248146E+04   0.916134E+00   0.271273E-05   0.916134E+00   0.754066E+01   0.348481E-07   0.271273E-05   0.348481E-07   0.141782E-07
   551   0.247853E+04   0.209469E+01   0.272896E-05   0.209469E+01   0.765792E+01   0.204088E-07   0.272896E-05   0.204088E-07   0.141377E-07
   552   0.247529E+04   0.325988E+01   0.274613E-05   0.325988E+01   0.778026E+01   0.598065E-08   0.274613E-05   0.598065E-08   0.140974E-07
   553   0.247191E+04   0.441147E+01   0.276422E-05   0.441147E+01   0.790619E+01  -0.843429E-08   0.276422E-05  -0.843429E-08   0.140573E-07
   554   0.246831E+04   0.554865E+01   0.278323E-05   0.554865E+01   0.803870E+01  -0.228339E-07   0.278323E-05  -0.228339E-07   0.140173E-07
   555   0.246448E+04   0.667058E+01   0.280315E-05   0.667058E+01   0.817556E+01  -0.372162E-07   0.280315E-05  -0.372162E-07   0.139775E-07
   556   0.246043E+04   0.777710E+01   0.282396E-05   0.777710E+01   0.831751E+01  -0.515790E-07   0.282396E-05  -0.515790E-07   0.139378E-07
   557   0.245623E+04   0.886642E+01   0.284565E-05   0.886642E+01   0.846383E+01  -0.659202E-07   0.284565E-05  -0.659202E-07   0.138983E-07
   558   0.245180E+04   0.993914E+01   0.286822E-05   0.993914E+01   0.861599E+01  -0.802379E-07   0.286822E-05  -0.802379E-07   0.138590E-07
   559   0.244716E+04   0.109945E+02   0.289165E-05   0.109945E+02   0.877177E+01  -0.945297E-07   0.289165E-05  -0.945297E-07   0.138198E-07
   560   0.244243E+04   0.120310E+02   0.291593E-05   0.120310E+02   0.893192E+01  -0.108794E-06   0.291593E-05  -0.108794E-06   0.137808E-07
   561   0.243734E+04   0.130486E+02   0.294105E-05   0.130486E+02   0.909719E+01  -0.123028E-06   0.294105E-05  -0.123028E-06   0.137419E-07
   562   0.243224E+04   0.140466E+02   0.296699E-05   0.140466E+02   0.926759E+01  -0.137230E-06   0.296699E-05  -0.137230E-06   0.137033E-07
   563   0.242692E+04   0.150265E+02   0.299376E-05   0.150265E+02   0.944162E+01  -0.151398E-06   0.299376E-05  -0.151398E-06   0.136647E-07
   564   0.242145E+04   0.159830E+02   0.302133E-05   0.159830E+02   0.962154E+01  -0.165530E-06   0.302133E-05  -0.165530E-06   0.136263E-07
   565   0.241575E+04   0.169199E+02   0.304969E-05   0.169199E+02   0.980435E+01  -0.179624E-06   0.304969E-05  -0.179624E-06   0.135881E-07
   566   0.240990E+04   0.178341E+02   0.307884E-05   0.178341E+02   0.999231E+01  -0.193678E-06   0.307884E-05  -0.193678E-06   0.135500E-07
   567   0.240391E+04   0.187265E+02   0.310876E-05   0.187265E+02   0.101839E+02  -0.207689E-06   0.310876E-05  -0.207689E-06   0.135121E-07
   568   0.239776E+04   0.195954E+02   0.313944E-05   0.195954E+02   0.103807E+02  -0.221656E-06   0.313944E-05  -0.221656E-06   0.134744E-07
   569   0.239138E+04   0.204432E+02   0.317087E-05   0.204432E+02   0.105819E+02  -0.235576E-06   0.317087E-05  -0.235576E-06   0.134368E-07
   570   0.238493E+04   0.212646E+02   0.320304E-05   0.212646E+02   0.107867E+02  -0.249447E-06   0.320304E-05  -0.249447E-06   0.133993E-07
   571   0.237825E+04   0.220619E+02   0.323594E-05   0.220619E+02   0.109960E+02  -0.263268E-06   0.323594E-05  -0.263268E-06   0.133620E-07
   572   0.237143E+04   0.228350E+02   0.326955E-05   0.228350E+02   0.112090E+02  -0.277036E-06   0.326955E-05  -0.277036E-06   0.133248E-07
