#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   988   0.100786E+04  -0.387918E+01   0.240097E-05  -0.387918E+01   0.416348E+02   0.635134E-06   0.240097E-05   0.635134E-06   0.523687E-08
   989   0.100392E+04  -0.531004E+01   0.236408E-05  -0.531004E+01   0.416586E+02   0.635209E-06   0.236408E-05   0.635209E-06   0.522686E-08
   990   0.100013E+04  -0.674251E+01   0.232743E-05  -0.674251E+01   0.416796E+02   0.635221E-06   0.232743E-05   0.635221E-06   0.521687E-08
   991   0.996486E+03  -0.817460E+01   0.229104E-05  -0.817460E+01   0.416912E+02   0.635171E-06   0.229104E-05   0.635171E-06   0.520690E-08
   992   0.992984E+03  -0.960636E+01   0.225490E-05  -0.960636E+01   0.416972E+02   0.635060E-06   0.225490E-05   0.635060E-06   0.519696E-08
   993   0.989553E+03  -0.110370E+02   0.221902E-05  -0.110370E+02   0.416967E+02   0.634887E-06   0.221902E-05   0.634887E-06   0.518704E-08
   994   0.986341E+03  -0.124652E+02   0.218340E-05  -0.124652E+02   0.416912E+02   0.634654E-06   0.218340E-05   0.634654E-06   0.517715E-08
   995   0.983348E+03  -0.138916E+02   0.214803E-05  -0.138916E+02   0.416793E+02   0.634360E-06   0.214803E-05   0.634360E-06   0.516728E-08
   996   0.980426E+03  -0.153148E+02   0.211293E-05  -0.153148E+02   0.416595E+02   0.634005E-06   0.211293E-05   0.634005E-06   0.515743E-08
   997   0.977649E+03  -0.167356E+02   0.207809E-05  -0.167356E+02   0.416362E+02   0.633591E-06   0.207809E-05   0.633591E-06   0.514761E-08
   998   0.975017E+03  -0.181510E+02   0.204351E-05  -0.181510E+02   0.416057E+02   0.633117E-06   0.204351E-05   0.633117E-06   0.513781E-08
   999   0.972531E+03  -0.195625E+02   0.200920E-05  -0.195625E+02   0.415695E+02   0.632584E-06   0.200920E-05   0.632584E-06   0.512804E-08
  1000   0.970189E+03  -0.209694E+02   0.197517E-05  -0.209694E+02   0.415277E+02   0.631992E-06   0.197517E-05   0.631992E-06   0.511829E-08
  1001   0.967994E+03  -0.223695E+02   0.194140E-05  -0.223695E+02   0.414793E+02   0.631342E-06   0.194140E-05   0.631342E-06   0.510856E-08
  1002   0.965870E+03  -0.237636E+02   0.190791E-05  -0.237636E+02   0.414245E+02   0.630633E-06   0.190791E-05   0.630633E-06   0.509885E-08
  1003   0.963966E+03  -0.251516E+02   0.187469E-05  -0.251516E+02   0.413647E+02   0.629867E-06   0.187469E-05   0.629867E-06   0.508917E-08
  1004   0.962208E+03  -0.265320E+02   0.184175E-05  -0.265320E+02   0.412985E+02   0.629042E-06   0.184175E-05   0.629042E-06   0.507951E-08
  1005   0.960670E+03  -0.279034E+02   0.180908E-05  -0.279034E+02   0.412265E+02   0.628161E-06   0.180908E-05   0.628161E-06   0.506988E-08
  1006   0.959205E+03  -0.292673E+02   0.177668E-05  -0.292673E+02   0.411480E+02   0.627222E-06   0.177668E-05   0.627222E-06   0.506026E-08
  1007   0.957811E+03  -0.306221E+02   0.174456E-05  -0.306221E+02   0.410637E+02   0.626226E-06   0.174456E-05   0.626226E-06   0.505067E-08
  1008   0.956341E+03  -0.319671E+02   0.171272E-05  -0.319671E+02   0.409737E+02   0.625174E-06   0.171272E-05   0.625174E-06   0.504111E-08
  1009   0.955241E+03  -0.333023E+02   0.168115E-05  -0.333023E+02   0.408780E+02   0.624065E-06   0.168115E-05   0.624065E-06   0.503156E-08
  1010   0.954288E+03  -0.346270E+02   0.164986E-05  -0.346270E+02   0.407772E+02   0.622901E-06   0.164986E-05   0.622901E-06   0.502204E-08
  1011   0.953407E+03  -0.359404E+02   0.161884E-05  -0.359404E+02   0.406714E+02   0.621680E-06   0.161884E-05   0.621680E-06   0.501254E-08
  1012   0.952673E+03  -0.372440E+02   0.158811E-05  -0.372440E+02   0.405591E+02   0.620404E-06   0.158811E-05   0.620404E-06   0.500307E-08
  1013   0.952087E+03  -0.385341E+02   0.155765E-05  -0.385341E+02   0.404424E+02   0.619073E-06   0.155765E-05   0.619073E-06   0.499361E-08
  1014   0.951648E+03  -0.398129E+02   0.152748E-05  -0.398129E+02   0.403192E+02   0.617687E-06   0.152748E-05   0.617687E-06   0.498418E-08
  1015   0.951208E+03  -0.410781E+02   0.149758E-05  -0.410781E+02   0.401917E+02   0.616246E-06   0.149758E-05   0.616246E-06   0.497478E-08
  1016   0.950990E+03  -0.423305E+02   0.146797E-05  -0.423305E+02   0.400577E+02   0.614751E-06   0.146797E-05   0.614751E-06   0.496539E-08
  1017   0.950920E+03  -0.435695E+02   0.143863E-05  -0.435695E+02   0.399193E+02   0.613202E-06   0.143863E-05   0.613202E-06   0.495603E-08
  1018   0.950924E+03  -0.447941E+02   0.140958E-05  -0.447941E+02   0.397743E+02   0.611599E-06   0.140958E-05   0.611599E-06   0.494669E-08
  1019   0.951002E+03  -0.460044E+02   0.138081E-05  -0.460044E+02   0.396257E+02   0.609943E-06   0.138081E-05   0.609943E-06   0.493737E-08
  1020   0.951302E+03  -0.471997E+02   0.135232E-05  -0.471997E+02   0.394699E+02   0.608233E-06   0.135232E-05   0.608233E-06   0.492807E-08
  1021   0.951676E+03  -0.483800E+02   0.132412E-05  -0.483800E+02   0.393096E+02   0.606470E-06   0.132412E-05   0.606470E-06   0.491880E-08
  1022   0.952124E+03  -0.495445E+02   0.129620E-05  -0.495445E+02   0.391450E+02   0.604654E-06   0.129620E-05   0.604654E-06   0.490954E-08
  1023   0.952721E+03  -0.506902E+02   0.126856E-05  -0.506902E+02   0.389745E+02   0.602786E-06   0.126856E-05   0.602786E-06   0.490031E-08
  1024   0.953393E+03  -0.518209E+02   0.124121E-05  -0.518209E+02   0.387989E+02   0.600866E-06   0.124121E-05   0.600866E-06   0.489111E-08
  1025   0.954140E+03  -0.529313E+02   0.121415E-05  -0.529313E+02   0.386197E+02   0.598893E-06   0.121415E-05   0.598893E-06   0.488192E-08
  1026   0.955258E+03  -0.540259E+02   0.118737E-05  -0.540259E+02   0.384346E+02   0.596869E-06   0.118737E-05   0.596869E-06   0.487276E-08
  1027   0.956229E+03  -0.551025E+02   0.116088E-05  -0.551025E+02   0.382466E+02   0.594794E-06   0.116088E-05   0.594794E-06   0.486361E-08
  1028   0.957275E+03  -0.561596E+02   0.113467E-05  -0.561596E+02   0.380534E+02   0.592668E-06   0.113467E-05   0.592668E-06   0.485449E-08
  1029   0.958470E+03  -0.571994E+02   0.110876E-05  -0.571994E+02   0.378551E+02   0.590490E-06   0.110876E-05   0.590490E-06   0.484539E-08
  1030   0.959741E+03  -0.582196E+02   0.108313E-05  -0.582196E+02   0.376531E+02   0.588263E-06   0.108313E-05   0.588263E-06   0.483632E-08
  1031   0.960938E+03  -0.592188E+02   0.105779E-05  -0.592188E+02   0.374466E+02   0.585984E-06   0.105779E-05   0.585984E-06   0.482726E-08
  1032   0.962435E+03  -0.602023E+02   0.103274E-05  -0.602023E+02   0.372343E+02   0.583656E-06   0.103274E-05   0.583656E-06   0.481822E-08
  1033   0.963933E+03  -0.611646E+02   0.100798E-05  -0.611646E+02   0.370190E+02   0.581279E-06   0.100798E-05   0.581279E-06   0.480921E-08
  1034   0.965655E+03  -0.621060E+02   0.983516E-06  -0.621060E+02   0.368007E+02   0.578851E-06   0.983516E-06   0.578851E-06   0.480022E-08
  1035   0.967379E+03  -0.630278E+02   0.959339E-06  -0.630278E+02   0.365773E+02   0.576375E-06   0.959339E-06   0.576375E-06   0.479125E-08
  1036   0.969180E+03  -0.639294E+02   0.935455E-06  -0.639294E+02   0.363493E+02   0.573849E-06   0.935455E-06   0.573849E-06   0.478230E-08
  1037   0.971057E+03  -0.648098E+02   0.911863E-06  -0.648098E+02   0.361184E+02   0.571275E-06   0.911863E-06   0.571275E-06   0.477337E-08
  1038   0.973085E+03  -0.656693E+02   0.888564E-06  -0.656693E+02   0.358845E+02   0.568653E-06   0.888564E-06   0.568653E-06   0.476446E-08
  1039   0.975190E+03  -0.665040E+02   0.865559E-06  -0.665040E+02   0.356462E+02   0.565983E-06   0.865559E-06   0.565983E-06   0.475558E-08
  1040   0.977223E+03  -0.673191E+02   0.842848E-06  -0.673191E+02   0.354041E+02   0.563264E-06   0.842848E-06   0.563264E-06   0.474671E-08
  1041   0.979481E+03  -0.681095E+02   0.820431E-06  -0.681095E+02   0.351597E+02   0.560498E-06   0.820431E-06   0.560498E-06   0.473787E-08
  1042   0.981743E+03  -0.688795E+02   0.798310E-06  -0.688795E+02   0.349108E+02   0.557685E-06   0.798310E-06   0.557685E-06   0.472905E-08
  1043   0.984081E+03  -0.696248E+02   0.776485E-06  -0.696248E+02   0.346589E+02   0.554825E-06   0.776485E-06   0.554825E-06   0.472024E-08
  1044   0.986572E+03  -0.703490E+02   0.754957E-06  -0.703490E+02   0.344032E+02   0.551918E-06   0.754957E-06   0.551918E-06   0.471146E-08
  1045   0.988991E+03  -0.710521E+02   0.733725E-06  -0.710521E+02   0.341467E+02   0.548965E-06   0.733725E-06   0.548965E-06   0.470270E-08
  1046   0.991562E+03  -0.717267E+02   0.712791E-06  -0.717267E+02   0.338857E+02   0.545966E-06   0.712791E-06   0.545966E-06   0.469396E-08
  1047   0.994212E+03  -0.723877E+02   0.692155E-06  -0.723877E+02   0.336217E+02   0.542920E-06   0.692155E-06   0.542920E-06   0.468524E-08
  1048   0.996791E+03  -0.730202E+02   0.671818E-06  -0.730202E+02   0.333553E+02   0.539829E-06   0.671818E-06   0.539829E-06   0.467654E-08
  1049   0.999522E+03  -0.736242E+02   0.651781E-06  -0.736242E+02   0.330866E+02   0.536693E-06   0.651781E-06   0.536693E-06   0.466786E-08
  1050   0.100226E+04  -0.742071E+02   0.632043E-06  -0.742071E+02   0.328149E+02   0.533512E-06   0.632043E-06   0.533512E-06   0.465920E-08
  1051   0.100507E+04  -0.747689E+02   0.612605E-06  -0.747689E+02   0.325408E+02   0.530286E-06   0.612605E-06   0.530286E-06   0.465057E-08
  1052   0.100796E+04  -0.753022E+02   0.593467E-06  -0.753022E+02   0.322644E+02   0.527015E-06   0.593467E-06   0.527015E-06   0.464195E-08
  1053   0.101078E+04  -0.758143E+02   0.574628E-06  -0.758143E+02   0.319856E+02   0.523701E-06   0.574628E-06   0.523701E-06   0.463335E-08
  1054   0.101369E+04  -0.763052E+02   0.556086E-06  -0.763052E+02   0.317052E+02   0.520345E-06   0.556086E-06   0.520345E-06   0.462477E-08
  1055   0.101659E+04  -0.767676E+02   0.537842E-06  -0.767676E+02   0.314233E+02   0.516946E-06   0.537842E-06   0.516946E-06   0.461621E-08
  1056   0.101957E+04  -0.772087E+02   0.519893E-06  -0.772087E+02   0.311389E+02   0.513505E-06   0.519893E-06   0.513505E-06   0.460768E-08
  1057   0.102264E+04  -0.776211E+02   0.502240E-06  -0.776211E+02   0.308530E+02   0.510024E-06   0.502240E-06   0.510024E-06   0.459916E-08
  1058   0.102585E+04  -0.780123E+02   0.484881E-06  -0.780123E+02   0.305662E+02   0.506502E-06   0.484881E-06   0.506502E-06   0.459066E-08
  1059   0.102900E+04  -0.783747E+02   0.467815E-06  -0.783747E+02   0.302770E+02   0.502941E-06   0.467815E-06   0.502941E-06   0.458219E-08
  1060   0.103214E+04  -0.787158E+02   0.451042E-06  -0.787158E+02   0.299862E+02   0.499340E-06   0.451042E-06   0.499340E-06   0.457373E-08
  1061   0.103530E+04  -0.790282E+02   0.434561E-06  -0.790282E+02   0.296952E+02   0.495701E-06   0.434561E-06   0.495701E-06   0.456529E-08
  1062   0.103853E+04  -0.793192E+02   0.418370E-06  -0.793192E+02   0.294027E+02   0.492025E-06   0.418370E-06   0.492025E-06   0.455687E-08
  1063   0.104162E+04  -0.795813E+02   0.402470E-06  -0.795813E+02   0.291092E+02   0.488311E-06   0.402470E-06   0.488311E-06   0.454847E-08
  1064   0.104486E+04  -0.798294E+02   0.386858E-06  -0.798294E+02   0.288148E+02   0.484561E-06   0.386858E-06   0.484561E-06   0.454010E-08
  1065   0.104811E+04  -0.800487E+02   0.371535E-06  -0.800487E+02   0.285188E+02   0.480775E-06   0.371535E-06   0.480775E-06   0.453174E-08
  1066   0.105128E+04  -0.802391E+02   0.356499E-06  -0.802391E+02   0.282226E+02   0.476953E-06   0.356499E-06   0.476953E-06   0.452340E-08
  1067   0.105461E+04  -0.804005E+02   0.341749E-06  -0.804005E+02   0.279262E+02   0.473098E-06   0.341749E-06   0.473098E-06   0.451508E-08
  1068   0.105787E+04  -0.805404E+02   0.327285E-06  -0.805404E+02   0.276289E+02   0.469208E-06   0.327285E-06   0.469208E-06   0.450678E-08
  1069   0.106114E+04  -0.806661E+02   0.313106E-06  -0.806661E+02   0.273322E+02   0.465285E-06   0.313106E-06   0.465285E-06   0.449850E-08
  1070   0.106448E+04  -0.807629E+02   0.299210E-06  -0.807629E+02   0.270338E+02   0.461330E-06   0.299210E-06   0.461330E-06   0.449023E-08
  1071   0.106768E+04  -0.808306E+02   0.285597E-06  -0.808306E+02   0.267367E+02   0.457342E-06   0.285597E-06   0.457342E-06   0.448199E-08
  1072   0.107096E+04  -0.808692E+02   0.272267E-06  -0.808692E+02   0.264387E+02   0.453323E-06   0.272267E-06   0.453323E-06   0.447377E-08
  1073   0.107432E+04  -0.808862E+02   0.259217E-06  -0.808862E+02   0.261413E+02   0.449274E-06   0.259217E-06   0.449274E-06   0.446557E-08
  1074   0.107753E+04  -0.808815E+02   0.246448E-06  -0.808815E+02   0.258443E+02   0.445194E-06   0.246448E-06   0.445194E-06   0.445738E-08
  1075   0.108082E+04  -0.808551E+02   0.233958E-06  -0.808551E+02   0.255465E+02   0.441085E-06   0.233958E-06   0.441085E-06   0.444921E-08
  1076   0.108405E+04  -0.807996E+02   0.221747E-06  -0.807996E+02   0.252499E+02   0.436947E-06   0.221747E-06   0.436947E-06   0.444107E-08
  1077   0.108735E+04  -0.807296E+02   0.209814E-06  -0.807296E+02   0.249538E+02   0.432782E-06   0.209814E-06   0.432782E-06   0.443294E-08
  1078   0.109051E+04  -0.806157E+02   0.198157E-06  -0.806157E+02   0.246590E+02   0.428588E-06   0.198157E-06   0.428588E-06   0.442483E-08
  1079   0.109367E+04  -0.804947E+02   0.186776E-06  -0.804947E+02   0.243640E+02   0.424368E-06   0.186776E-06   0.424368E-06   0.441674E-08
  1080   0.109691E+04  -0.803519E+02   0.175671E-06  -0.803519E+02   0.240695E+02   0.420122E-06   0.175671E-06   0.420122E-06   0.440867E-08
  1081   0.110001E+04  -0.801798E+02   0.164839E-06  -0.801798E+02   0.237778E+02   0.415850E-06   0.164839E-06   0.415850E-06   0.440062E-08
  1082   0.110312E+04  -0.799859E+02   0.154281E-06  -0.799859E+02   0.234866E+02   0.411553E-06   0.154281E-06   0.411553E-06   0.439259E-08
  1083   0.110623E+04  -0.797700E+02   0.143995E-06  -0.797700E+02   0.231959E+02   0.407232E-06   0.143995E-06   0.407232E-06   0.438457E-08
  1084   0.110934E+04  -0.795321E+02   0.133981E-06  -0.795321E+02   0.229071E+02   0.402887E-06   0.133981E-06   0.402887E-06   0.437658E-08
  1085   0.111239E+04  -0.792649E+02   0.124237E-06  -0.792649E+02   0.226196E+02   0.398519E-06   0.124237E-06   0.398519E-06   0.436860E-08
  1086   0.111544E+04  -0.789905E+02   0.114763E-06  -0.789905E+02   0.223341E+02   0.394129E-06   0.114763E-06   0.394129E-06   0.436064E-08
  1087   0.111842E+04  -0.786718E+02   0.105558E-06  -0.786718E+02   0.220506E+02   0.389717E-06   0.105558E-06   0.389717E-06   0.435270E-08
  1088   0.112133E+04  -0.783459E+02   0.966216E-07  -0.783459E+02   0.217668E+02   0.385284E-06   0.966216E-07   0.385284E-06   0.434478E-08
  1089   0.112425E+04  -0.779905E+02   0.879518E-07  -0.779905E+02   0.214865E+02   0.380831E-06   0.879518E-07   0.380831E-06   0.433688E-08
  1090   0.112710E+04  -0.776278E+02   0.795484E-07  -0.776278E+02   0.212081E+02   0.376357E-06   0.795484E-07   0.376357E-06   0.432899E-08
  1091   0.112995E+04  -0.772282E+02   0.714104E-07  -0.772282E+02   0.209310E+02   0.371865E-06   0.714104E-07   0.371865E-06   0.432112E-08
  1092   0.113281E+04  -0.768138E+02   0.635369E-07  -0.768138E+02   0.206558E+02   0.367354E-06   0.635369E-07   0.367354E-06   0.431328E-08
  1093   0.113552E+04  -0.763773E+02   0.559271E-07  -0.763773E+02   0.203840E+02   0.362826E-06   0.559271E-07   0.362826E-06   0.430545E-08
  1094   0.113810E+04  -0.759260E+02   0.485800E-07  -0.759260E+02   0.201135E+02   0.358280E-06   0.485800E-07   0.358280E-06   0.429763E-08
  1095   0.114082E+04  -0.754599E+02   0.414949E-07  -0.754599E+02   0.198471E+02   0.353717E-06   0.414949E-07   0.353717E-06   0.428984E-08
  1096   0.114340E+04  -0.749641E+02   0.346708E-07  -0.749641E+02   0.195812E+02   0.349139E-06   0.346708E-07   0.349139E-06   0.428206E-08
  1097   0.114592E+04  -0.744460E+02   0.281068E-07  -0.744460E+02   0.193187E+02   0.344545E-06   0.281068E-07   0.344545E-06   0.427431E-08
  1098   0.114844E+04  -0.739130E+02   0.218021E-07  -0.739130E+02   0.190596E+02   0.339937E-06   0.218021E-07   0.339937E-06   0.426657E-08
  1099   0.115089E+04  -0.733651E+02   0.157559E-07  -0.733651E+02   0.188032E+02   0.335314E-06   0.157559E-07   0.335314E-06   0.425884E-08
  1100   0.115327E+04  -0.727949E+02   0.996712E-08  -0.727949E+02   0.185502E+02   0.330679E-06   0.996712E-08   0.330679E-06   0.425114E-08
  1101   0.115558E+04  -0.722074E+02   0.443485E-08  -0.722074E+02   0.182991E+02   0.326030E-06   0.443485E-08   0.326030E-06   0.424345E-08
  1102   0.115797E+04  -0.716006E+02  -0.842655E-09  -0.716006E+02   0.180514E+02   0.321369E-06  -0.842655E-09   0.321369E-06   0.423579E-08
  1103   0.116015E+04  -0.709772E+02  -0.586730E-08  -0.709772E+02   0.178072E+02   0.316697E-06  -0.586730E-08   0.316697E-06   0.422813E-08
  1104   0.116233E+04  -0.703358E+02  -0.106410E-07  -0.703358E+02   0.175671E+02   0.312013E-06  -0.106410E-07   0.312013E-06   0.422050E-08
  1105   0.116437E+04  -0.696787E+02  -0.151656E-07  -0.696787E+02   0.173296E+02   0.307319E-06  -0.151656E-07   0.307319E-06   0.421289E-08
  1106   0.116641E+04  -0.690043E+02  -0.194430E-07  -0.690043E+02   0.170949E+02   0.302614E-06  -0.194430E-07   0.302614E-06   0.420529E-08
  1107   0.116838E+04  -0.683140E+02  -0.234752E-07  -0.683140E+02   0.168643E+02   0.297900E-06  -0.234752E-07   0.297900E-06   0.419771E-08
  1108   0.117028E+04  -0.676086E+02  -0.272640E-07  -0.676086E+02   0.166363E+02   0.293177E-06  -0.272640E-07   0.293177E-06   0.419014E-08
  1109   0.117204E+04  -0.668874E+02  -0.308113E-07  -0.668874E+02   0.164103E+02   0.288445E-06  -0.308113E-07   0.288445E-06   0.418260E-08
  1110   0.117381E+04  -0.661518E+02  -0.341190E-07  -0.661518E+02   0.161907E+02   0.283706E-06  -0.341190E-07   0.283706E-06   0.417507E-08
  1111   0.117543E+04  -0.654009E+02  -0.371890E-07  -0.654009E+02   0.159746E+02   0.278958E-06  -0.371890E-07   0.278958E-06   0.416756E-08
  1112   0.117713E+04  -0.646372E+02  -0.400232E-07  -0.646372E+02   0.157618E+02   0.274204E-06  -0.400232E-07   0.274204E-06   0.416007E-08
  1113   0.117861E+04  -0.638582E+02  -0.426236E-07  -0.638582E+02   0.155540E+02   0.269443E-06  -0.426236E-07   0.269443E-06   0.415259E-08
  1114   0.118002E+04  -0.630669E+02  -0.449919E-07  -0.630669E+02   0.153489E+02   0.264676E-06  -0.449919E-07   0.264676E-06   0.414513E-08
  1115   0.118143E+04  -0.622634E+02  -0.471301E-07  -0.622634E+02   0.151486E+02   0.259903E-06  -0.471301E-07   0.259903E-06   0.413769E-08
  1116   0.118278E+04  -0.614469E+02  -0.490401E-07  -0.614469E+02   0.149526E+02   0.255126E-06  -0.490401E-07   0.255126E-06   0.413026E-08
  1117   0.118398E+04  -0.606187E+02  -0.507237E-07  -0.606187E+02   0.147607E+02   0.250344E-06  -0.507237E-07   0.250344E-06   0.412286E-08
  1118   0.118511E+04  -0.597775E+02  -0.521830E-07  -0.597775E+02   0.145738E+02   0.245558E-06  -0.521830E-07   0.245558E-06   0.411547E-08
  1119   0.118624E+04  -0.589261E+02  -0.534197E-07  -0.589261E+02   0.143903E+02   0.240769E-06  -0.534197E-07   0.240769E-06   0.410809E-08
  1120   0.118723E+04  -0.580638E+02  -0.544357E-07  -0.580638E+02   0.142117E+02   0.235977E-06  -0.544357E-07   0.235977E-06   0.410074E-08
  1121   0.118815E+04  -0.571899E+02  -0.552331E-07  -0.571899E+02   0.140373E+02   0.231182E-06  -0.552331E-07   0.231182E-06   0.409340E-08
  1122   0.118900E+04  -0.563072E+02  -0.558136E-07  -0.563072E+02   0.138672E+02   0.226386E-06  -0.558136E-07   0.226386E-06   0.408607E-08
  1123   0.118971E+04  -0.554151E+02  -0.561791E-07  -0.554151E+02   0.137026E+02   0.221588E-06  -0.561791E-07   0.221588E-06   0.407877E-08
  1124   0.119041E+04  -0.545135E+02  -0.563316E-07  -0.545135E+02   0.135416E+02   0.216790E-06  -0.563316E-07   0.216790E-06   0.407148E-08
  1125   0.119098E+04  -0.536024E+02  -0.562730E-07  -0.536024E+02   0.133855E+02   0.211991E-06  -0.562730E-07   0.211991E-06   0.406421E-08
  1126   0.119147E+04  -0.526839E+02  -0.560051E-07  -0.526839E+02   0.132343E+02   0.207192E-06  -0.560051E-07   0.207192E-06   0.405695E-08
  1127   0.119189E+04  -0.517574E+02  -0.555298E-07  -0.517574E+02   0.130873E+02   0.202394E-06  -0.555298E-07   0.202394E-06   0.404971E-08
  1128   0.119224E+04  -0.508243E+02  -0.548491E-07  -0.508243E+02   0.129460E+02   0.197597E-06  -0.548491E-07   0.197597E-06   0.404249E-08
  1129   0.119252E+04  -0.498830E+02  -0.539648E-07  -0.498830E+02   0.128097E+02   0.192802E-06  -0.539648E-07   0.192802E-06   0.403528E-08
  1130   0.119257E+04  -0.489359E+02  -0.528788E-07  -0.489359E+02   0.126775E+02   0.188010E-06  -0.528788E-07   0.188010E-06   0.402809E-08
  1131   0.119271E+04  -0.479835E+02  -0.515930E-07  -0.479835E+02   0.125503E+02   0.183220E-06  -0.515930E-07   0.183220E-06   0.402092E-08
  1132   0.119270E+04  -0.470245E+02  -0.501094E-07  -0.470245E+02   0.124281E+02   0.178433E-06  -0.501094E-07   0.178433E-06   0.401376E-08
  1133   0.119254E+04  -0.460609E+02  -0.484298E-07  -0.460609E+02   0.123116E+02   0.173651E-06  -0.484298E-07   0.173651E-06   0.400662E-08
  1134   0.119239E+04  -0.450922E+02  -0.465560E-07  -0.450922E+02   0.121993E+02   0.168872E-06  -0.465560E-07   0.168872E-06   0.399950E-08
  1135   0.119209E+04  -0.441189E+02  -0.444901E-07  -0.441189E+02   0.120919E+02   0.164099E-06  -0.444901E-07   0.164099E-06   0.399239E-08
  1136   0.119172E+04  -0.431433E+02  -0.422339E-07  -0.431433E+02   0.119902E+02   0.159331E-06  -0.422339E-07   0.159331E-06   0.398530E-08
  1137   0.119128E+04  -0.421623E+02  -0.397893E-07  -0.421623E+02   0.118928E+02   0.154568E-06  -0.397893E-07   0.154568E-06   0.397822E-08
  1138   0.119076E+04  -0.411798E+02  -0.371581E-07  -0.411798E+02   0.118018E+02   0.149812E-06  -0.371581E-07   0.149812E-06   0.397116E-08
  1139   0.119018E+04  -0.401934E+02  -0.343424E-07  -0.401934E+02   0.117143E+02   0.145064E-06  -0.343424E-07   0.145064E-06   0.396412E-08
  1140   0.118945E+04  -0.392060E+02  -0.313439E-07  -0.392060E+02   0.116332E+02   0.140322E-06  -0.313439E-07   0.140322E-06   0.395709E-08
  1141   0.118864E+04  -0.382163E+02  -0.281646E-07  -0.382163E+02   0.115557E+02   0.135589E-06  -0.281646E-07   0.135589E-06   0.395008E-08
  1142   0.118776E+04  -0.372256E+02  -0.248064E-07  -0.372256E+02   0.114846E+02   0.130864E-06  -0.248064E-07   0.130864E-06   0.394309E-08
  1143   0.118681E+04  -0.362346E+02  -0.212711E-07  -0.362346E+02   0.114177E+02   0.126148E-06  -0.212711E-07   0.126148E-06   0.393611E-08
  1144   0.118564E+04  -0.352434E+02  -0.175608E-07  -0.352434E+02   0.113558E+02   0.121441E-06  -0.175608E-07   0.121441E-06   0.392915E-08
  1145   0.118455E+04  -0.342519E+02  -0.136771E-07  -0.342519E+02   0.113004E+02   0.116745E-06  -0.136771E-07   0.116745E-06   0.392220E-08
  1146   0.118331E+04  -0.332609E+02  -0.962218E-08  -0.332609E+02   0.112492E+02   0.112059E-06  -0.962218E-08   0.112059E-06   0.391527E-08
  1147   0.118199E+04  -0.322710E+02  -0.539777E-08  -0.322710E+02   0.112037E+02   0.107384E-06  -0.539777E-08   0.107384E-06   0.390835E-08
  1148   0.118053E+04  -0.312823E+02  -0.100580E-08  -0.312823E+02   0.111625E+02   0.102721E-06  -0.100580E-08   0.102721E-06   0.390145E-08
  1149   0.117907E+04  -0.302962E+02   0.355182E-08  -0.302962E+02   0.111270E+02   0.980696E-07   0.355182E-08   0.980696E-07   0.389456E-08
  1150   0.117747E+04  -0.293119E+02   0.827320E-08  -0.293119E+02   0.110965E+02   0.934311E-07   0.827320E-08   0.934311E-07   0.388770E-08
  1151   0.117586E+04  -0.283302E+02   0.131565E-07  -0.283302E+02   0.110710E+02   0.888057E-07   0.131565E-07   0.888057E-07   0.388084E-08
  1152   0.117404E+04  -0.273518E+02   0.182003E-07  -0.273518E+02   0.110504E+02   0.841936E-07   0.182003E-07   0.841936E-07   0.387400E-08
  1153   0.117228E+04  -0.263775E+02   0.234029E-07  -0.263775E+02   0.110357E+02   0.795947E-07   0.234029E-07   0.795947E-07   0.386718E-08
  1154   0.117038E+04  -0.254057E+02   0.287631E-07  -0.254057E+02   0.110259E+02   0.750093E-07   0.287631E-07   0.750093E-07   0.386037E-08
  1155   0.116841E+04  -0.244388E+02   0.342794E-07  -0.244388E+02   0.110211E+02   0.704375E-07   0.342794E-07   0.704375E-07   0.385358E-08
  1156   0.116629E+04  -0.234774E+02   0.399503E-07  -0.234774E+02   0.110207E+02   0.658793E-07   0.399503E-07   0.658793E-07   0.384681E-08
  1157   0.116410E+04  -0.225201E+02   0.457743E-07  -0.225201E+02   0.110252E+02   0.613348E-07   0.457743E-07   0.613348E-07   0.384005E-08
  1158   0.116190E+04  -0.215691E+02   0.517500E-07  -0.215691E+02   0.110355E+02   0.568042E-07   0.517500E-07   0.568042E-07   0.383330E-08
  1159   0.115964E+04  -0.206236E+02   0.578759E-07  -0.206236E+02   0.110502E+02   0.522875E-07   0.578759E-07   0.522875E-07   0.382657E-08
  1160   0.115715E+04  -0.196860E+02   0.641507E-07  -0.196860E+02   0.110706E+02   0.477848E-07   0.641507E-07   0.477848E-07   0.381985E-08
  1161   0.115473E+04  -0.187539E+02   0.705727E-07  -0.187539E+02   0.110953E+02   0.432963E-07   0.705727E-07   0.432963E-07   0.381315E-08
  1162   0.115217E+04  -0.178297E+02   0.771407E-07  -0.178297E+02   0.111251E+02   0.388220E-07   0.771407E-07   0.388220E-07   0.380647E-08
  1163   0.114953E+04  -0.169132E+02   0.838531E-07  -0.169132E+02   0.111599E+02   0.343620E-07   0.838531E-07   0.343620E-07   0.379980E-08
  1164   0.114689E+04  -0.160046E+02   0.907085E-07  -0.160046E+02   0.111998E+02   0.299165E-07   0.907085E-07   0.299165E-07   0.379314E-08
