#    L    TT             EE             BB             TE          
   394   0.171280E+04   0.210628E+02   0.351522E-01   0.111709E+02
   395   0.170604E+04   0.210642E+02   0.352553E-01   0.929430E+01
   396   0.169979E+04   0.210621E+02   0.353588E-01   0.742471E+01
   397   0.169383E+04   0.210563E+02   0.354629E-01   0.556079E+01
   398   0.168838E+04   0.210463E+02   0.355675E-01   0.370387E+01
   399   0.168330E+04   0.210327E+02   0.356727E-01   0.185479E+01
   400   0.167858E+04   0.210155E+02   0.357785E-01   0.144124E-01
   401   0.167430E+04   0.209941E+02   0.358848E-01  -0.181670E+01
   402   0.167046E+04   0.209683E+02   0.359918E-01  -0.363763E+01
   403   0.166698E+04   0.209397E+02   0.360994E-01  -0.544783E+01
   404   0.166387E+04   0.209068E+02   0.362076E-01  -0.724573E+01
   405   0.166120E+04   0.208695E+02   0.363165E-01  -0.903218E+01
   406   0.165881E+04   0.208295E+02   0.364260E-01  -0.108050E+02
   407   0.165687E+04   0.207851E+02   0.365362E-01  -0.125656E+02
   408   0.165529E+04   0.207372E+02   0.366471E-01  -0.143096E+02
   409   0.165415E+04   0.206864E+02   0.367586E-01  -0.160393E+02
   410   0.165330E+04   0.206306E+02   0.368709E-01  -0.177539E+02
   411   0.165289E+04   0.205719E+02   0.369840E-01  -0.194512E+02
   412   0.165277E+04   0.205096E+02   0.370978E-01  -0.211319E+02
   413   0.165301E+04   0.204438E+02   0.372123E-01  -0.227947E+02
   414   0.165355E+04   0.203744E+02   0.373276E-01  -0.244395E+02
   415   0.165452E+04   0.203021E+02   0.374436E-01  -0.260642E+02
   416   0.165579E+04   0.202255E+02   0.375605E-01  -0.276701E+02
   417   0.165735E+04   0.201461E+02   0.376782E-01  -0.292566E+02
   418   0.165928E+04   0.200615E+02   0.377966E-01  -0.308208E+02
   419   0.166157E+04   0.199749E+02   0.379159E-01  -0.323634E+02
   420   0.166415E+04   0.198854E+02   0.380360E-01  -0.338845E+02
   421   0.166710E+04   0.197923E+02   0.381570E-01  -0.353824E+02
   422   0.167034E+04   0.196957E+02   0.382788E-01  -0.368581E+02
   423   0.167380E+04   0.195954E+02   0.384014E-01  -0.383094E+02
   424   0.167756E+04   0.194922E+02   0.385249E-01  -0.397369E+02
   425   0.168168E+04   0.193855E+02   0.386493E-01  -0.411384E+02
   426   0.168609E+04   0.192766E+02   0.387746E-01  -0.425148E+02
   427   0.169072E+04   0.191641E+02   0.389007E-01  -0.438668E+02
   428   0.169565E+04   0.190487E+02   0.390277E-01  -0.451907E+02
   429   0.170079E+04   0.189305E+02   0.391556E-01  -0.464880E+02
   430   0.170630E+04   0.188101E+02   0.392844E-01  -0.477587E+02
   431   0.171203E+04   0.186861E+02   0.394140E-01  -0.490013E+02
   432   0.171791E+04   0.185592E+02   0.395446E-01  -0.502167E+02
   433   0.172416E+04   0.184309E+02   0.396761E-01  -0.514019E+02
   434   0.173055E+04   0.182990E+02   0.398084E-01  -0.525598E+02
   435   0.173716E+04   0.181657E+02   0.399416E-01  -0.536882E+02
   436   0.174406E+04   0.180295E+02   0.400757E-01  -0.547872E+02
   437   0.175119E+04   0.178904E+02   0.402107E-01  -0.558554E+02
   438   0.175847E+04   0.177491E+02   0.403466E-01  -0.568926E+02
   439   0.176603E+04   0.176064E+02   0.404834E-01  -0.579004E+02
   440   0.177375E+04   0.174609E+02   0.406210E-01  -0.588760E+02
   441   0.178169E+04   0.173131E+02   0.407595E-01  -0.598214E+02
   442   0.178970E+04   0.171632E+02   0.408989E-01  -0.607346E+02
   443   0.179801E+04   0.170118E+02   0.410391E-01  -0.616162E+02
   444   0.180646E+04   0.168591E+02   0.411801E-01  -0.624648E+02
   445   0.181507E+04   0.167026E+02   0.413220E-01  -0.632812E+02
   446   0.182374E+04   0.165462E+02   0.414648E-01  -0.640639E+02
   447   0.183265E+04   0.163884E+02   0.416083E-01  -0.648151E+02
   448   0.184162E+04   0.162276E+02   0.417527E-01  -0.655334E+02
   449   0.185082E+04   0.160661E+02   0.418978E-01  -0.662173E+02
   450   0.186017E+04   0.159039E+02   0.420438E-01  -0.668691E+02
   451   0.186960E+04   0.157395E+02   0.421905E-01  -0.674864E+02
   452   0.187910E+04   0.155744E+02   0.423380E-01  -0.680717E+02
   453   0.188882E+04   0.154086E+02   0.424862E-01  -0.686225E+02
   454   0.189855E+04   0.152413E+02   0.426352E-01  -0.691405E+02
   455   0.190835E+04   0.150733E+02   0.427850E-01  -0.696255E+02
   456   0.191838E+04   0.149038E+02   0.429354E-01  -0.700710E+02
   457   0.192834E+04   0.147343E+02   0.430865E-01  -0.704909E+02
   458   0.193844E+04   0.145640E+02   0.432384E-01  -0.708667E+02
   459   0.194863E+04   0.143938E+02   0.433909E-01  -0.712141E+02
   460   0.195889E+04   0.142220E+02   0.435440E-01  -0.715270E+02
   461   0.196915E+04   0.140503E+02   0.436978E-01  -0.718062E+02
   462   0.197949E+04   0.138778E+02   0.438523E-01  -0.720457E+02
   463   0.198984E+04   0.137060E+02   0.440073E-01  -0.722641E+02
   464   0.200018E+04   0.135342E+02   0.441630E-01  -0.724317E+02
   465   0.201053E+04   0.133623E+02   0.443192E-01  -0.725781E+02
   466   0.202096E+04   0.131897E+02   0.444760E-01  -0.726811E+02
   467   0.203147E+04   0.130178E+02   0.446334E-01  -0.727556E+02
   468   0.204191E+04   0.128466E+02   0.447913E-01  -0.727940E+02
   469   0.205235E+04   0.126746E+02   0.449497E-01  -0.728037E+02
   470   0.206287E+04   0.125040E+02   0.451086E-01  -0.727775E+02
   471   0.207317E+04   0.123349E+02   0.452680E-01  -0.727151E+02
   472   0.208362E+04   0.121656E+02   0.454279E-01  -0.726241E+02
   473   0.209401E+04   0.119971E+02   0.455883E-01  -0.724970E+02
   474   0.210440E+04   0.118300E+02   0.457491E-01  -0.723412E+02
   475   0.211479E+04   0.116628E+02   0.459103E-01  -0.721493E+02
   476   0.212504E+04   0.114977E+02   0.460719E-01  -0.719235E+02
   477   0.213523E+04   0.113333E+02   0.462339E-01  -0.716733E+02
   478   0.214542E+04   0.111696E+02   0.463963E-01  -0.713804E+02
   479   0.215554E+04   0.110080E+02   0.465590E-01  -0.710690E+02
   480   0.216559E+04   0.108477E+02   0.467221E-01  -0.707200E+02
   481   0.217557E+04   0.106889E+02   0.468855E-01  -0.703369E+02
   482   0.218556E+04   0.105321E+02   0.470492E-01  -0.699258E+02
   483   0.219533E+04   0.103768E+02   0.472131E-01  -0.694888E+02
   484   0.220496E+04   0.102235E+02   0.473774E-01  -0.690199E+02
   485   0.221468E+04   0.100716E+02   0.475419E-01  -0.685207E+02
   486   0.222425E+04   0.992249E+01   0.477066E-01  -0.679933E+02
   487   0.223368E+04   0.977549E+01   0.478715E-01  -0.674378E+02
   488   0.224297E+04   0.962984E+01   0.480366E-01  -0.668533E+02
   489   0.225219E+04   0.948701E+01   0.482019E-01  -0.662413E+02
   490   0.226134E+04   0.934699E+01   0.483673E-01  -0.656011E+02
   491   0.227021E+04   0.920904E+01   0.485329E-01  -0.649356E+02
   492   0.227908E+04   0.907389E+01   0.486985E-01  -0.642440E+02
   493   0.228781E+04   0.894005E+01   0.488643E-01  -0.635249E+02
   494   0.229640E+04   0.881049E+01   0.490301E-01  -0.627819E+02
   495   0.230478E+04   0.868298E+01   0.491959E-01  -0.620134E+02
   496   0.231302E+04   0.855898E+01   0.493618E-01  -0.612211E+02
   497   0.232112E+04   0.843776E+01   0.495277E-01  -0.604040E+02
   498   0.232907E+04   0.831857E+01   0.496935E-01  -0.595652E+02
   499   0.233697E+04   0.820363E+01   0.498593E-01  -0.587017E+02
   500   0.234464E+04   0.809070E+01   0.500250E-01  -0.578178E+02
   501   0.235204E+04   0.798201E+01   0.501906E-01  -0.569121E+02
   502   0.235944E+04   0.787682E+01   0.503561E-01  -0.559845E+02
   503   0.236655E+04   0.777437E+01   0.505214E-01  -0.550373E+02
   504   0.237345E+04   0.767541E+01   0.506866E-01  -0.540688E+02
   505   0.238036E+04   0.758068E+01   0.508515E-01  -0.530830E+02
   506   0.238691E+04   0.748959E+01   0.510163E-01  -0.520773E+02
   507   0.239339E+04   0.740182E+01   0.511808E-01  -0.510542E+02
   508   0.239958E+04   0.731844E+01   0.513450E-01  -0.500127E+02
   509   0.240564E+04   0.723845E+01   0.515089E-01  -0.489559E+02
   510   0.241141E+04   0.716254E+01   0.516725E-01  -0.478829E+02
   511   0.241711E+04   0.709040E+01   0.518357E-01  -0.467938E+02
   512   0.242253E+04   0.702247E+01   0.519985E-01  -0.456899E+02
   513   0.242780E+04   0.695854E+01   0.521610E-01  -0.445728E+02
   514   0.243287E+04   0.689889E+01   0.523230E-01  -0.434425E+02
   515   0.243772E+04   0.684345E+01   0.524845E-01  -0.422988E+02
   516   0.244235E+04   0.679230E+01   0.526456E-01  -0.411432E+02
   517   0.244670E+04   0.674557E+01   0.528061E-01  -0.399765E+02
   518   0.245091E+04   0.670312E+01   0.529661E-01  -0.387993E+02
   519   0.245499E+04   0.666518E+01   0.531255E-01  -0.376110E+02
   520   0.245877E+04   0.663165E+01   0.532844E-01  -0.364143E+02
   521   0.246227E+04   0.660262E+01   0.534426E-01  -0.352094E+02
   522   0.246555E+04   0.657831E+01   0.536002E-01  -0.339961E+02
   523   0.246870E+04   0.655857E+01   0.537571E-01  -0.327759E+02
   524   0.247163E+04   0.654339E+01   0.539133E-01  -0.315495E+02
   525   0.247420E+04   0.653292E+01   0.540688E-01  -0.303161E+02
   526   0.247663E+04   0.652716E+01   0.542236E-01  -0.290780E+02
   527   0.247900E+04   0.652611E+01   0.543776E-01  -0.278358E+02
   528   0.248100E+04   0.652977E+01   0.545308E-01  -0.265910E+02
   529   0.248279E+04   0.653843E+01   0.546832E-01  -0.253420E+02
   530   0.248430E+04   0.655186E+01   0.548348E-01  -0.240926E+02
   531   0.248581E+04   0.657000E+01   0.549855E-01  -0.228397E+02
   532   0.248688E+04   0.659314E+01   0.551353E-01  -0.215870E+02
   533   0.248775E+04   0.662113E+01   0.552843E-01  -0.203344E+02
   534   0.248840E+04   0.665403E+01   0.554323E-01  -0.190828E+02
   535   0.248883E+04   0.669193E+01   0.555794E-01  -0.178327E+02
   536   0.248906E+04   0.673468E+01   0.557256E-01  -0.165841E+02
   537   0.248914E+04   0.678234E+01   0.558708E-01  -0.153385E+02
   538   0.248886E+04   0.683506E+01   0.560150E-01  -0.140966E+02
   539   0.248844E+04   0.689256E+01   0.561582E-01  -0.128591E+02
   540   0.248781E+04   0.695526E+01   0.563003E-01  -0.116267E+02
   541   0.248689E+04   0.702273E+01   0.564415E-01  -0.103993E+02
   542   0.248582E+04   0.709518E+01   0.565815E-01  -0.917913E+01
   543   0.248447E+04   0.717270E+01   0.567206E-01  -0.796572E+01
   544   0.248298E+04   0.725512E+01   0.568585E-01  -0.675998E+01
   545   0.248121E+04   0.734246E+01   0.569954E-01  -0.556246E+01
   546   0.247929E+04   0.743448E+01   0.571311E-01  -0.437416E+01
   547   0.247708E+04   0.753140E+01   0.572657E-01  -0.319534E+01
   548   0.247473E+04   0.763324E+01   0.573992E-01  -0.202699E+01
   549   0.247217E+04   0.773998E+01   0.575316E-01  -0.869762E+00
   550   0.246939E+04   0.785163E+01   0.576628E-01   0.275795E+00
   551   0.246647E+04   0.796819E+01   0.577929E-01   0.140912E+01
   552   0.246326E+04   0.808966E+01   0.579218E-01   0.252914E+01
   553   0.245991E+04   0.821455E+01   0.580495E-01   0.363565E+01
   554   0.245634E+04   0.834585E+01   0.581760E-01   0.472785E+01
   555   0.245256E+04   0.848132E+01   0.583013E-01   0.580495E+01
   556   0.244856E+04   0.862172E+01   0.584254E-01   0.686680E+01
   557   0.244442E+04   0.876630E+01   0.585483E-01   0.791164E+01
   558   0.244007E+04   0.891655E+01   0.586700E-01   0.894008E+01
   559   0.243549E+04   0.907025E+01   0.587905E-01   0.995139E+01
   560   0.243085E+04   0.922815E+01   0.589097E-01   0.109441E+02
   561   0.242585E+04   0.939099E+01   0.590277E-01   0.119183E+02
   562   0.242085E+04   0.955877E+01   0.591444E-01   0.128731E+02
   563   0.241563E+04   0.973001E+01   0.592599E-01   0.138101E+02
   564   0.241027E+04   0.990696E+01   0.593742E-01   0.147242E+02
   565   0.240469E+04   0.100866E+02   0.594872E-01   0.156190E+02
   566   0.239896E+04   0.102713E+02   0.595989E-01   0.164915E+02
   567   0.239310E+04   0.104594E+02   0.597093E-01   0.173427E+02
   568   0.238708E+04   0.106525E+02   0.598185E-01   0.181709E+02
   569   0.238085E+04   0.108498E+02   0.599264E-01   0.189784E+02
   570   0.237455E+04   0.110506E+02   0.600330E-01   0.197600E+02
   571   0.236803E+04   0.112556E+02   0.601383E-01   0.205181E+02
   572   0.236137E+04   0.114642E+02   0.602424E-01   0.212525E+02
   573   0.235463E+04   0.116763E+02   0.603451E-01   0.219611E+02
   574   0.234775E+04   0.118926E+02   0.604466E-01   0.226455E+02
   575   0.234072E+04   0.121117E+02   0.605467E-01   0.233032E+02
   576   0.233363E+04   0.123350E+02   0.606456E-01   0.239360E+02
   577   0.232631E+04   0.125619E+02   0.607432E-01   0.245423E+02
   578   0.231891E+04   0.127916E+02   0.608394E-01   0.251213E+02
   579   0.231145E+04   0.130256E+02   0.609344E-01   0.256739E+02
   580   0.230391E+04   0.132623E+02   0.610281E-01   0.261978E+02
   581   0.229608E+04   0.135019E+02   0.611205E-01   0.266952E+02
   582   0.228825E+04   0.137451E+02   0.612115E-01   0.271640E+02
   583   0.228035E+04   0.139910E+02   0.613013E-01   0.276034E+02
   584   0.227237E+04   0.142398E+02   0.613898E-01   0.280150E+02
   585   0.226431E+04   0.144914E+02   0.614769E-01   0.283971E+02
   586   0.225611E+04   0.147451E+02   0.615628E-01   0.287500E+02
   587   0.224791E+04   0.150024E+02   0.616474E-01   0.290734E+02
   588   0.223956E+04   0.152618E+02   0.617307E-01   0.293661E+02
   589   0.223114E+04   0.155241E+02   0.618128E-01   0.296295E+02
   590   0.222264E+04   0.157877E+02   0.618935E-01   0.298629E+02
   591   0.221413E+04   0.160549E+02   0.619730E-01   0.300654E+02
   592   0.220556E+04   0.163228E+02   0.620512E-01   0.302365E+02
   593   0.219690E+04   0.165944E+02   0.621282E-01   0.303783E+02
   594   0.218810E+04   0.168673E+02   0.622039E-01   0.304879E+02
   595   0.217929E+04   0.171409E+02   0.622784E-01   0.305675E+02
   596   0.217056E+04   0.174182E+02   0.623516E-01   0.306149E+02
   597   0.216174E+04   0.176946E+02   0.624237E-01   0.306315E+02
   598   0.215307E+04   0.179740E+02   0.624945E-01   0.306168E+02
   599   0.214425E+04   0.182548E+02   0.625641E-01   0.305713E+02
   600   0.213536E+04   0.185370E+02   0.626325E-01   0.304936E+02
   601   0.212645E+04   0.188208E+02   0.626997E-01   0.303845E+02
   602   0.211755E+04   0.191044E+02   0.627658E-01   0.302433E+02
   603   0.210856E+04   0.193904E+02   0.628308E-01   0.300721E+02
   604   0.209972E+04   0.196762E+02   0.628946E-01   0.298686E+02
   605   0.209080E+04   0.199629E+02   0.629573E-01   0.296337E+02
   606   0.208194E+04   0.202503E+02   0.630189E-01   0.293673E+02
   607   0.207286E+04   0.205384E+02   0.630794E-01   0.290693E+02
   608   0.206400E+04   0.208273E+02   0.631388E-01   0.287399E+02
   609   0.205520E+04   0.211155E+02   0.631972E-01   0.283788E+02
   610   0.204633E+04   0.214037E+02   0.632545E-01   0.279863E+02
   611   0.203752E+04   0.216927E+02   0.633109E-01   0.275628E+02
   612   0.202878E+04   0.219825E+02   0.633662E-01   0.271093E+02
   613   0.201996E+04   0.222694E+02   0.634206E-01   0.266234E+02
   614   0.201129E+04   0.225578E+02   0.634741E-01   0.261066E+02
   615   0.200260E+04   0.228449E+02   0.635266E-01   0.255596E+02
   616   0.199398E+04   0.231327E+02   0.635782E-01   0.249824E+02
   617   0.198551E+04   0.234199E+02   0.636289E-01   0.243750E+02
   618   0.197702E+04   0.237064E+02   0.636788E-01   0.237366E+02
   619   0.196853E+04   0.239931E+02   0.637278E-01   0.230702E+02
   620   0.196026E+04   0.242768E+02   0.637760E-01   0.223735E+02
   621   0.195190E+04   0.245607E+02   0.638234E-01   0.216472E+02
   622   0.194368E+04   0.248433E+02   0.638700E-01   0.208913E+02
   623   0.193560E+04   0.251237E+02   0.639159E-01   0.201080E+02
   624   0.192751E+04   0.254028E+02   0.639611E-01   0.192958E+02
   625   0.191949E+04   0.256806E+02   0.640056E-01   0.184547E+02
   626   0.191161E+04   0.259571E+02   0.640494E-01   0.175861E+02
   627   0.190386E+04   0.262314E+02   0.640926E-01   0.166900E+02
   628   0.189618E+04   0.265038E+02   0.641351E-01   0.157664E+02
   629   0.188864E+04   0.267741E+02   0.641770E-01   0.148159E+02
   630   0.188109E+04   0.270423E+02   0.642184E-01   0.138378E+02
   631   0.187368E+04   0.273086E+02   0.642592E-01   0.128351E+02
   632   0.186648E+04   0.275720E+02   0.642995E-01   0.118055E+02
   633   0.185927E+04   0.278342E+02   0.643393E-01   0.107512E+02
   634   0.185228E+04   0.280922E+02   0.643786E-01   0.967209E+01
   635   0.184542E+04   0.283490E+02   0.644175E-01   0.856858E+01
   636   0.183855E+04   0.286037E+02   0.644559E-01   0.744130E+01
   637   0.183189E+04   0.288535E+02   0.644939E-01   0.628960E+01
   638   0.182536E+04   0.291021E+02   0.645316E-01   0.511561E+01
   639   0.181898E+04   0.293465E+02   0.645688E-01   0.391832E+01
   640   0.181273E+04   0.295889E+02   0.646058E-01   0.269929E+01
   641   0.180662E+04   0.298279E+02   0.646424E-01   0.145846E+01
   642   0.180057E+04   0.300628E+02   0.646788E-01   0.196558E+00
   643   0.179472E+04   0.302957E+02   0.647148E-01  -0.108597E+01
   644   0.178910E+04   0.305230E+02   0.647507E-01  -0.238850E+01
   645   0.178353E+04   0.307477E+02   0.647863E-01  -0.371077E+01
   646   0.177809E+04   0.309690E+02   0.648217E-01  -0.505216E+01
   647   0.177295E+04   0.311861E+02   0.648569E-01  -0.641256E+01
   648   0.176778E+04   0.313999E+02   0.648920E-01  -0.779008E+01
   649   0.176291E+04   0.316089E+02   0.649270E-01  -0.918551E+01
   650   0.175816E+04   0.318137E+02   0.649618E-01  -0.105974E+02
   651   0.175355E+04   0.320160E+02   0.649966E-01  -0.120258E+02
   652   0.174908E+04   0.322134E+02   0.650313E-01  -0.134700E+02
   653   0.174489E+04   0.324053E+02   0.650659E-01  -0.149286E+02
   654   0.174076E+04   0.325939E+02   0.651005E-01  -0.164009E+02
   655   0.173677E+04   0.327784E+02   0.651352E-01  -0.178876E+02
   656   0.173306E+04   0.329581E+02   0.651698E-01  -0.193873E+02
   657   0.172948E+04   0.331329E+02   0.652045E-01  -0.208985E+02
   658   0.172597E+04   0.333038E+02   0.652392E-01  -0.224222E+02
   659   0.172281E+04   0.334698E+02   0.652740E-01  -0.239567E+02
   660   0.171979E+04   0.336303E+02   0.653090E-01  -0.255015E+02
   661   0.171691E+04   0.337860E+02   0.653440E-01  -0.270550E+02
   662   0.171423E+04   0.339376E+02   0.653792E-01  -0.286189E+02
   663   0.171169E+04   0.340845E+02   0.654146E-01  -0.301916E+02
   664   0.170936E+04   0.342251E+02   0.654501E-01  -0.317710E+02
   665   0.170717E+04   0.343609E+02   0.654859E-01  -0.333580E+02
   666   0.170518E+04   0.344920E+02   0.655219E-01  -0.349509E+02
   667   0.170341E+04   0.346175E+02   0.655581E-01  -0.365500E+02
   668   0.170170E+04   0.347383E+02   0.655947E-01  -0.381545E+02
   669   0.170035E+04   0.348536E+02   0.656315E-01  -0.397629E+02
   670   0.169905E+04   0.349633E+02   0.656686E-01  -0.413739E+02
   671   0.169805E+04   0.350691E+02   0.657061E-01  -0.429890E+02
   672   0.169710E+04   0.351678E+02   0.657439E-01  -0.446067E+02
   673   0.169644E+04   0.352625E+02   0.657821E-01  -0.462248E+02
   674   0.169592E+04   0.353511E+02   0.658207E-01  -0.478443E+02
   675   0.169561E+04   0.354341E+02   0.658598E-01  -0.494643E+02
   676   0.169543E+04   0.355116E+02   0.658992E-01  -0.510827E+02
   677   0.169547E+04   0.355836E+02   0.659392E-01  -0.527003E+02
   678   0.169571E+04   0.356494E+02   0.659796E-01  -0.543165E+02
   679   0.169610E+04   0.357105E+02   0.660205E-01  -0.559297E+02
   680   0.169676E+04   0.357661E+02   0.660620E-01  -0.575400E+02
   681   0.169757E+04   0.358154E+02   0.661040E-01  -0.591453E+02
   682   0.169851E+04   0.358586E+02   0.661466E-01  -0.607472E+02
   683   0.169974E+04   0.358977E+02   0.661897E-01  -0.623448E+02
   684   0.170104E+04   0.359292E+02   0.662335E-01  -0.639361E+02
   685   0.170247E+04   0.359559E+02   0.662779E-01  -0.655211E+02
   686   0.170411E+04   0.359764E+02   0.663229E-01  -0.670910E+02
   687   0.170604E+04   0.359922E+02   0.663686E-01  -0.686569E+02
   688   0.170803E+04   0.360010E+02   0.664149E-01  -0.702167E+02
   689   0.171024E+04   0.360044E+02   0.664620E-01  -0.717630E+02
   690   0.171259E+04   0.360030E+02   0.665097E-01  -0.733033E+02
   691   0.171514E+04   0.359940E+02   0.665582E-01  -0.748302E+02
   692   0.171784E+04   0.359809E+02   0.666074E-01  -0.763438E+02
   693   0.172075E+04   0.359617E+02   0.666574E-01  -0.778516E+02
   694   0.172372E+04   0.359363E+02   0.667082E-01  -0.793388E+02
   695   0.172699E+04   0.359068E+02   0.667597E-01  -0.808129E+02
   696   0.173039E+04   0.358705E+02   0.668120E-01  -0.822887E+02
   697   0.173393E+04   0.358287E+02   0.668652E-01  -0.837367E+02
   698   0.173761E+04   0.357806E+02   0.669192E-01  -0.851717E+02
   699   0.174144E+04   0.357279E+02   0.669740E-01  -0.865865E+02
   700   0.174547E+04   0.356689E+02   0.670296E-01  -0.879883E+02
   701   0.174965E+04   0.356045E+02   0.670861E-01  -0.893775E+02
   702   0.175397E+04   0.355354E+02   0.671435E-01  -0.907390E+02
   703   0.175843E+04   0.354600E+02   0.672017E-01  -0.921026E+02
   704   0.176303E+04   0.353799E+02   0.672608E-01  -0.934314E+02
   705   0.176769E+04   0.352936E+02   0.673208E-01  -0.947400E+02
   706   0.177258E+04   0.352026E+02   0.673817E-01  -0.960360E+02
   707   0.177753E+04   0.351060E+02   0.674435E-01  -0.973120E+02
   708   0.178277E+04   0.350047E+02   0.675062E-01  -0.985531E+02
   709   0.178800E+04   0.348979E+02   0.675697E-01  -0.997892E+02
   710   0.179345E+04   0.347856E+02   0.676342E-01  -0.100998E+03
   711   0.179897E+04   0.346685E+02   0.676996E-01  -0.102179E+03
   712   0.180464E+04   0.345466E+02   0.677659E-01  -0.103348E+03
   713   0.181052E+04   0.344192E+02   0.678332E-01  -0.104482E+03
   714   0.181632E+04   0.342878E+02   0.679013E-01  -0.105597E+03
   715   0.182234E+04   0.341508E+02   0.679703E-01  -0.106691E+03
   716   0.182850E+04   0.340090E+02   0.680403E-01  -0.107759E+03
   717   0.183474E+04   0.338631E+02   0.681111E-01  -0.108792E+03
   718   0.184104E+04   0.337124E+02   0.681829E-01  -0.109812E+03
   719   0.184749E+04   0.335554E+02   0.682555E-01  -0.110791E+03
   720   0.185394E+04   0.333951E+02   0.683291E-01  -0.111757E+03
   721   0.186068E+04   0.332314E+02   0.684035E-01  -0.112682E+03
   722   0.186734E+04   0.330621E+02   0.684788E-01  -0.113579E+03
   723   0.187416E+04   0.328894E+02   0.685551E-01  -0.114457E+03
   724   0.188104E+04   0.327118E+02   0.686321E-01  -0.115308E+03
   725   0.188799E+04   0.325309E+02   0.687101E-01  -0.116125E+03
   726   0.189510E+04   0.323473E+02   0.687889E-01  -0.116907E+03
   727   0.190220E+04   0.321581E+02   0.688686E-01  -0.117670E+03
   728   0.190937E+04   0.319639E+02   0.689491E-01  -0.118398E+03
   729   0.191662E+04   0.317671E+02   0.690304E-01  -0.119100E+03
   730   0.192387E+04   0.315669E+02   0.691126E-01  -0.119767E+03
   731   0.193134E+04   0.313617E+02   0.691956E-01  -0.120400E+03
   732   0.193874E+04   0.311553E+02   0.692795E-01  -0.120999E+03
   733   0.194629E+04   0.309440E+02   0.693641E-01  -0.121579E+03
   734   0.195384E+04   0.307299E+02   0.694495E-01  -0.122110E+03
   735   0.196146E+04   0.305116E+02   0.695357E-01  -0.122628E+03
   736   0.196902E+04   0.302906E+02   0.696227E-01  -0.123098E+03
   737   0.197672E+04   0.300675E+02   0.697105E-01  -0.123549E+03
   738   0.198435E+04   0.298417E+02   0.697989E-01  -0.123951E+03
   739   0.199206E+04   0.296123E+02   0.698882E-01  -0.124326E+03
   740   0.199978E+04   0.293802E+02   0.699782E-01  -0.124674E+03
   741   0.200757E+04   0.291445E+02   0.700688E-01  -0.124989E+03
   742   0.201537E+04   0.289090E+02   0.701602E-01  -0.125262E+03
   743   0.202317E+04   0.286714E+02   0.702523E-01  -0.125508E+03
   744   0.203105E+04   0.284303E+02   0.703451E-01  -0.125713E+03
   745   0.203886E+04   0.281870E+02   0.704386E-01  -0.125899E+03
   746   0.204660E+04   0.279424E+02   0.705327E-01  -0.126029E+03
   747   0.205435E+04   0.276949E+02   0.706274E-01  -0.126140E+03
   748   0.206218E+04   0.274467E+02   0.707228E-01  -0.126217E+03
   749   0.207002E+04   0.271950E+02   0.708188E-01  -0.126267E+03
   750   0.207779E+04   0.269433E+02   0.709154E-01  -0.126276E+03
   751   0.208557E+04   0.266894E+02   0.710126E-01  -0.126252E+03
   752   0.209335E+04   0.264356E+02   0.711104E-01  -0.126185E+03
   753   0.210107E+04   0.261788E+02   0.712087E-01  -0.126093E+03
   754   0.210872E+04   0.259221E+02   0.713076E-01  -0.125959E+03
   755   0.211646E+04   0.256639E+02   0.714070E-01  -0.125799E+03
   756   0.212398E+04   0.254050E+02   0.715069E-01  -0.125604E+03
   757   0.213166E+04   0.251461E+02   0.716073E-01  -0.125369E+03
   758   0.213912E+04   0.248857E+02   0.717082E-01  -0.125099E+03
   759   0.214667E+04   0.246245E+02   0.718096E-01  -0.124802E+03
   760   0.215408E+04   0.243633E+02   0.719114E-01  -0.124472E+03
   761   0.216143E+04   0.241021E+02   0.720136E-01  -0.124107E+03
   762   0.216886E+04   0.238408E+02   0.721163E-01  -0.123709E+03
   763   0.217608E+04   0.235802E+02   0.722193E-01  -0.123276E+03
   764   0.218331E+04   0.233187E+02   0.723227E-01  -0.122816E+03
   765   0.219040E+04   0.230572E+02   0.724265E-01  -0.122315E+03
   766   0.219750E+04   0.227971E+02   0.725306E-01  -0.121787E+03
   767   0.220446E+04   0.225376E+02   0.726350E-01  -0.121225E+03
   768   0.221136E+04   0.222780E+02   0.727397E-01  -0.120621E+03
   769   0.221820E+04   0.220183E+02   0.728447E-01  -0.119998E+03
   770   0.222490E+04   0.217606E+02   0.729499E-01  -0.119340E+03
   771   0.223154E+04   0.215036E+02   0.730553E-01  -0.118648E+03
   772   0.223805E+04   0.212478E+02   0.731610E-01  -0.117914E+03
   773   0.224449E+04   0.209934E+02   0.732668E-01  -0.117161E+03
   774   0.225079E+04   0.207403E+02   0.733728E-01  -0.116380E+03
   775   0.225711E+04   0.204885E+02   0.734789E-01  -0.115565E+03
   776   0.226315E+04   0.202386E+02   0.735851E-01  -0.114723E+03
   777   0.226912E+04   0.199901E+02   0.736914E-01  -0.113846E+03
   778   0.227518E+04   0.197435E+02   0.737977E-01  -0.112934E+03
   779   0.228089E+04   0.194990E+02   0.739041E-01  -0.112003E+03
   780   0.228653E+04   0.192549E+02   0.740105E-01  -0.111036E+03
   781   0.229212E+04   0.190150E+02   0.741168E-01  -0.110050E+03
   782   0.229750E+04   0.187763E+02   0.742231E-01  -0.109044E+03
   783   0.230282E+04   0.185403E+02   0.743294E-01  -0.107996E+03
   784   0.230800E+04   0.183069E+02   0.744355E-01  -0.106920E+03
