#           k/h    P           
   0.100000E-03   0.324497E+03
   0.102020E-03   0.330784E+03
   0.104081E-03   0.337193E+03
   0.106184E-03   0.343725E+03
   0.108329E-03   0.350384E+03
   0.110517E-03   0.357172E+03
   0.112750E-03   0.364092E+03
   0.115027E-03   0.371145E+03
   0.117351E-03   0.378334E+03
   0.119722E-03   0.385662E+03
   0.122140E-03   0.393133E+03
   0.124608E-03   0.400747E+03
   0.127125E-03   0.408509E+03
   0.129693E-03   0.416421E+03
   0.132313E-03   0.424486E+03
   0.134986E-03   0.432707E+03
   0.137713E-03   0.441086E+03
   0.140495E-03   0.449628E+03
   0.143333E-03   0.458334E+03
   0.146228E-03   0.467209E+03
   0.149182E-03   0.476255E+03
   0.152196E-03   0.485476E+03
   0.155271E-03   0.494875E+03
   0.158407E-03   0.504455E+03
   0.161607E-03   0.514221E+03
   0.164872E-03   0.524174E+03
   0.168203E-03   0.534320E+03
   0.171601E-03   0.544662E+03
   0.175067E-03   0.555203E+03
   0.178604E-03   0.565947E+03
   0.182212E-03   0.576899E+03
   0.185893E-03   0.588061E+03
   0.189648E-03   0.599439E+03
   0.193479E-03   0.611036E+03
   0.197388E-03   0.622857E+03
   0.201375E-03   0.634905E+03
   0.205443E-03   0.647185E+03
   0.209594E-03   0.659701E+03
   0.213828E-03   0.672458E+03
   0.218147E-03   0.685461E+03
   0.222554E-03   0.698714E+03
   0.227050E-03   0.712221E+03
   0.231637E-03   0.725989E+03
   0.236316E-03   0.740020E+03
   0.241090E-03   0.754321E+03
   0.245960E-03   0.768897E+03
   0.250929E-03   0.783753E+03
   0.255998E-03   0.798893E+03
   0.261170E-03   0.814324E+03
   0.266446E-03   0.830051E+03
   0.271828E-03   0.846079E+03
   0.277319E-03   0.862414E+03
   0.282922E-03   0.879061E+03
   0.288637E-03   0.896028E+03
   0.294468E-03   0.913318E+03
   0.300417E-03   0.930939E+03
   0.306485E-03   0.948897E+03
   0.312677E-03   0.967198E+03
   0.318993E-03   0.985848E+03
   0.325437E-03   0.100485E+04
   0.332012E-03   0.102422E+04
   0.338719E-03   0.104396E+04
   0.345561E-03   0.106407E+04
   0.352542E-03   0.108456E+04
   0.359664E-03   0.110545E+04
